,Unnamed: 0,date,game_center,geo_location,attendance,capacity,guest,home,streak_home,streak_guest
488,488,2016-12-16 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16704,18717,Bulls,Bucks,1,-2
489,489,2016-12-16 20:00:00,Smoothie King Center,"New Orleans, LA",15472,17188,Pacers,Pelicans,1,-2
490,490,2016-12-16 21:00:00,Pepsi Center,"Denver, CO",10022,19155,Blazers,Nuggets,1,0
491,491,2016-12-16 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17165,18422,Spurs,Suns,-1,3
492,492,2016-12-16 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Knicks,Warriors,3,-2
493,493,2016-12-17 19:00:00,Verizon Center,"Washington, DC",15573,20173,Pistons,Wizards,2,-1
494,494,2016-12-17 19:00:00,Amway Center,"Orlando, FL",17668,18500,Nets,Magic,1,-1
495,495,2016-12-17 19:30:00,TD Garden,"Boston, MA",18624,18624,Hornets,Celtics,1,-4
496,496,2016-12-17 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Hawks,Raptors,-1,1
497,497,2016-12-17 20:00:00,United Center,"Chicago, IL",21324,20917,Bucks,Bulls,-3,2
498,498,2016-12-17 20:00:00,FedExForum,"Memphis, TN",15987,18119,Kings,Grizzlies,-1,1
499,499,2016-12-17 20:00:00,Toyota Center,"Houston, TX",16728,18104,Pelicans,Rockets,9,-1
500,500,2016-12-17 20:00:00,Wells Fargo Center,"Philadelphia, PA",20491,20318,Lakers,76ers,-2,1
501,501,2016-12-17 20:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Clippers,Heat,-1,4
502,502,2016-12-17 22:30:00,Vivint Smart Home Arena,"Salt Lake City, UT",18721,19911,Mavericks,Jazz,3,-2
503,503,2016-12-18 17:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Suns,Thunder,1,-2
504,504,2016-12-18 19:00:00,The Palace of Auburn Hills,"Detroit, MI",15231,22076,Pacers,Pistons,-2,1
505,505,2016-12-18 19:30:00,Philips Arena,"Atlanta, GA",17918,18729,Hornets,Hawks,-1,1
506,506,2016-12-18 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Lakers,Cavaliers,1,-1
507,507,2016-12-18 20:00:00,Target Center,"Minneapolis, MN",14689,19356,Rockets,Timberwolves,-1,10
508,508,2016-12-18 21:00:00,Pepsi Center,"Denver, CO",12042,19155,Knicks,Nuggets,2,-3
509,509,2016-12-18 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Blazers,Warriors,4,0
510,510,2016-12-19 15:30:00,Verizon Center,"Washington, DC",17380,20173,Clippers,Wizards,3,-1
511,511,2016-12-19 18:00:00,FedExForum,"Memphis, TN",15862,18119,Jazz,Grizzlies,-2,4
512,512,2016-12-19 18:00:00,Wells Fargo Center,"Philadelphia, PA",16460,20318,Nets,76ers,1,-2
513,513,2016-12-19 18:00:00,Amway Center,"Orlando, FL",17251,18500,Raptors,Magic,-1,1
514,514,2016-12-19 18:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Celtics,Heat,-2,2
515,515,2016-12-19 16:00:00,American Airlines Center,"Dallas, TX",19504,19200,Kings,Mavericks,1,-1
516,516,2016-12-19 19:00:00,AT&T Center,"San Antonio, TX",18615,18581,Pelicans,Spurs,4,-2
517,517,2016-12-20 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17686,18165,Wizards,Pacers,2,-1
518,518,2016-12-20 20:00:00,United Center,"Chicago, IL",21400,20917,Pistons,Bulls,1,-3
519,519,2016-12-20 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Hawks,Thunder,-1,1
520,520,2016-12-20 20:00:00,Target Center,"Minneapolis, MN",12008,19356,Suns,Timberwolves,1,-3
521,521,2016-12-20 21:00:00,Pepsi Center,"Denver, CO",12581,19155,Mavericks,Nuggets,3,-1
522,522,2016-12-21 19:00:00,Wells Fargo Center,"Philadelphia, PA",16322,20318,Pelicans,76ers,-1,1
523,523,2016-12-21 19:00:00,Spectrum Center,"Charlotte, NC",19093,19077,Lakers,Hornets,2,-2
524,524,2016-12-21 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Nets,Raptors,2,-3
525,525,2016-12-21 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Pacers,Knicks,1,-1
526,526,2016-12-21 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Magic,Heat,-3,1
527,527,2016-12-21 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",17053,18717,Cavaliers,Bucks,-1,2
528,528,2016-12-21 20:00:00,FedExForum,"Memphis, TN",16519,18119,Celtics,Grizzlies,-3,3
529,529,2016-12-21 20:00:00,Toyota Center,"Houston, TX",18055,18104,Spurs,Rockets,-1,5
530,530,2016-12-21 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Nuggets,Clippers,1,-1
531,531,2016-12-21 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Jazz,Warriors,5,-1
532,532,2016-12-21 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Blazers,Kings,1,0
533,533,2016-12-22 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Bucks,Cavaliers,3,-2
534,534,2016-12-22 19:30:00,Philips Arena,"Atlanta, GA",17578,18729,Timberwolves,Hawks,-1,2
535,535,2016-12-22 19:30:00,The Palace of Auburn Hills,"Detroit, MI",16033,22076,Grizzlies,Pistons,-4,1
536,536,2016-12-22 20:00:00,United Center,"Chicago, IL",21358,20917,Wizards,Bulls,-1,1
537,537,2016-12-22 20:00:00,Smoothie King Center,"New Orleans, LA",16375,17188,Thunder,Pelicans,-1,1
538,538,2016-12-22 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19195,19911,Kings,Jazz,-2,2
539,539,2016-12-22 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",18055,18422,Rockets,Suns,-4,1
540,540,2016-12-22 22:00:00,Moda Center,"Portland, OR",19393,19441,Mavericks,Trail,0,1
541,541,2016-12-23 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Magic,Knicks,2,-1
542,542,2016-12-23 20:00:00,AmericanAirlines Arena,"Miami, FL",19712,19600,Lakers,Heat,1,-3
543,543,2016-12-23 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17577,18165,Celtics,Pacers,-2,4
544,544,2016-12-23 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Spurs,Clippers,2,-1
545,545,2016-12-24 19:00:00,Spectrum Center,"Charlotte, NC",19249,19077,Bulls,Hornets,3,-2
546,546,2016-12-24 19:00:00,Amway Center,"Orlando, FL",18846,18500,Lakers,Magic,1,-4
547,547,2016-12-24 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Nets,Cavaliers,4,-5
548,548,2016-12-24 19:30:00,TD Garden,"Boston, MA",18624,18624,Thunder,Celtics,-1,2
549,549,2016-12-24 19:30:00,The Palace of Auburn Hills,"Detroit, MI",21012,22076,Warriors,Pistons,-5,7
550,550,2016-12-24 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",15921,18717,Wizards,Bucks,1,-1
551,551,2016-12-24 20:00:00,FedExForum,"Memphis, TN",17454,18119,Rockets,Grizzlies,2,-1
552,552,2016-12-24 20:00:00,Smoothie King Center,"New Orleans, LA",16322,17188,Heat,Pelicans,1,-1
553,553,2016-12-24 20:00:00,Target Center,"Minneapolis, MN",13288,19356,Kings,Timberwolves,-1,3
554,554,2016-12-24 21:00:00,Pepsi Center,"Denver, CO",13823,19155,Hawks,Nuggets,-2,1
555,555,2016-12-24 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Raptors,Jazz,-3,3
556,556,2016-12-24 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16535,18422,76ers,Suns,1,-2
557,557,2016-12-24 22:00:00,Moda Center,"Portland, OR",19393,19441,Spurs,Trail,0,1
558,558,2016-12-24 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Mavericks,Clippers,-1,2
559,559,2016-12-26 12:00:00,Madison Square Garden,"New York, NY",19812,19763,Celtics,Knicks,-1,1
560,560,2016-12-26 14:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Warriors,Cavaliers,5,-1
561,561,2016-12-26 17:18:00,AT&T Center,"San Antonio, TX",18428,18581,Bulls,Spurs,2,-3
562,562,2016-12-26 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Timberwolves,Thunder,3,-2
563,563,2016-12-26 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Clippers,Lakers,1,-2
564,564,2016-12-27 19:00:00,Verizon Center,"Washington, DC",15773,20173,Bucks,Wizards,1,-1
565,565,2016-12-27 19:00:00,Amway Center,"Orlando, FL",17104,18500,Grizzlies,Magic,2,-1
566,566,2016-12-27 19:30:00,The Palace of Auburn Hills,"Detroit, MI",18123,22076,Cavaliers,Pistons,1,-1
567,567,2016-12-27 20:00:00,United Center,"Chicago, IL",21922,20917,Pacers,Bulls,1,-3
568,568,2016-12-27 20:00:00,Smoothie King Center,"New Orleans, LA",15764,17188,Mavericks,Pelicans,2,-1
569,569,2016-12-27 20:00:00,Toyota Center,"Houston, TX",18055,18104,Suns,Rockets,1,-1
570,570,2016-12-27 20:00:00,Target Center,"Minneapolis, MN",15617,19356,Hawks,Timberwolves,1,-1
571,571,2016-12-27 22:00:00,Moda Center,"Portland, OR",19393,19441,Raptors,Trail,0,4
572,572,2016-12-27 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Nuggets,Clippers,-3,1
573,573,2016-12-27 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,76ers,Kings,4,-3
574,574,2016-12-28 19:30:00,TD Garden,"Boston, MA",18624,18624,Grizzlies,Celtics,2,-2
575,575,2016-12-28 19:30:00,AmericanAirlines Arena,"Miami, FL",19977,19600,Thunder,Heat,-2,4
576,576,2016-12-28 20:30:00,American Airlines Center,"Dallas, TX",20425,19200,Rockets,Mavericks,-2,2
577,577,2016-12-28 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Jazz,Lakers,-1,1
578,578,2016-12-29 19:00:00,Verizon Center,"Washington, DC",16172,20173,Pacers,Wizards,2,-4
579,579,2016-12-29 19:00:00,Amway Center,"Orlando, FL",18273,18500,Hornets,Magic,-1,1
580,580,2016-12-29 19:30:00,Philips Arena,"Atlanta, GA",19066,18729,Knicks,Hawks,1,-2
581,581,2016-12-29 19:30:00,The Palace of Auburn Hills,"Detroit, MI",17222,22076,Bucks,Pistons,-1,1
582,582,2016-12-29 20:00:00,United Center,"Chicago, IL",21957,20917,Nets,Bulls,2,-1
583,583,2016-12-29 20:00:00,Smoothie King Center,"New Orleans, LA",16647,17188,Clippers,Pelicans,3,-4
584,584,2016-12-29 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Suns,Spurs,3,-2
585,585,2016-12-29 21:00:00,Pepsi Center,"Denver, CO",15093,19155,Timberwolves,Nuggets,2,-1
586,586,2016-12-29 22:00:00,Moda Center,"Portland, OR",19665,19441,Kings,Trail,0,-1
587,587,2016-12-29 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Raptors,Warriors,1,-1
588,588,2016-12-30 19:00:00,Spectrum Center,"Charlotte, NC",19471,19077,Heat,Hornets,2,-3
589,589,2016-12-30 20:00:00,FedExForum,"Memphis, TN",18119,18119,Thunder,Grizzlies,1,-1
590,590,2016-12-30 20:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Celtics,Cavaliers,1,-1
591,591,2016-12-30 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,76ers,Jazz,2,-4
592,592,2016-12-30 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",18055,18422,Raptors,Suns,1,-2
593,593,2016-12-30 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Mavericks,Lakers,-2,1
594,594,2016-12-31 16:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17923,18165,Bulls,Pacers,1,-1
595,595,2016-12-31 19:00:00,Verizon Center,"Washington, DC",16461,20173,Nets,Wizards,3,-2
596,596,2016-12-31 19:30:00,TD Garden,"Boston, MA",18624,18624,Heat,Celtics,1,-4
597,597,2016-12-31 20:00:00,Smoothie King Center,"New Orleans, LA",18124,17188,Knicks,Pelicans,4,-3
598,598,2016-12-31 20:00:00,Toyota Center,"Houston, TX",18055,18104,Clippers,Rockets,3,-5
599,599,2016-12-31 20:00:00,Target Center,"Minneapolis, MN",17779,19356,Bucks,Timberwolves,1,-1
600,600,2016-12-31 20:00:00,Philips Arena,"Atlanta, GA",19009,18729,Pistons,Hawks,2,-2
601,601,2016-12-31 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Blazers,Spurs,4,0
602,602,2016-12-31 21:00:00,Pepsi Center,"Denver, CO",13619,19155,76ers,Nuggets,-1,1
603,603,2016-12-31 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Mavericks,Warriors,2,-1
604,604,2017-01-01 17:00:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Grizzlies,Kings,-2,2
605,605,2017-01-01 19:00:00,United Center,"Chicago, IL",21838,20917,Bucks,Bulls,-2,1
606,606,2017-01-01 20:00:00,Toyota Center,"Houston, TX",18055,18104,Knicks,Rockets,4,-4
607,607,2017-01-01 19:00:00,Spectrum Center,"Charlotte, NC",19519,19077,Cavaliers,Hornets,-1,2
608,608,2017-01-01 20:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Suns,Jazz,3,-1
609,609,2017-01-01 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Clippers,Thunder,1,-6
610,610,2017-01-05 19:00:00,Spectrum Center,"Charlotte, NC",18418,19077,Thunder,Hornets,1,-2
611,611,2017-01-05 19:00:00,Amway Center,"Orlando, FL",18846,18500,Hawks,Magic,-1,4
612,612,2017-01-05 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Bucks,Knicks,-6,3
613,613,2017-01-05 20:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Bulls,Cavaliers,-1,2
614,614,2017-01-05 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Grizzlies,Clippers,2,-2
615,615,2017-01-05 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Blazers,Warriors,4,0
616,616,2017-01-05 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Heat,Kings,-1,1
617,617,2017-01-06 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16421,18165,Nets,Pacers,4,-4
618,618,2017-01-06 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Jazz,Raptors,1,-2
619,619,2017-01-06 19:30:00,The Palace of Auburn Hills,"Detroit, MI",13723,22076,Hornets,Pistons,1,-1
620,620,2017-01-06 20:00:00,Smoothie King Center,"New Orleans, LA",15003,17188,Hawks,Pelicans,-2,5
621,621,2017-01-06 20:00:00,Toyota Center,"Houston, TX",18055,18104,Thunder,Rockets,6,-3
622,622,2017-01-06 20:30:00,American Airlines Center,"Dallas, TX",19570,19200,Suns,Mavericks,-1,2
623,623,2017-01-06 22:30:00,Moda Center,"Portland, OR",19403,19441,Lakers,Trail,0,-1
624,624,2017-01-06 21:00:00,Pepsi Center,"Denver, CO",14391,19155,Spurs,Nuggets,-4,2
625,625,2017-01-07 19:00:00,Verizon Center,"Washington, DC",18686,20173,Timberwolves,Wizards,1,-3
626,626,2017-01-07 19:00:00,Amway Center,"Orlando, FL",19272,18500,Rockets,Magic,-2,7
627,627,2017-01-07 19:30:00,TD Garden,"Boston, MA",18624,18624,76ers,Celtics,3,-1
628,628,2017-01-07 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",18717,18717,Knicks,Bucks,-1,1
629,629,2017-01-07 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Heat,Lakers,1,-1
630,630,2017-01-07 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Grizzlies,Warriors,-1,1
631,631,2017-01-07 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Clippers,Kings,-2,3
632,632,2017-01-08 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17367,18165,Knicks,Pacers,5,-1
633,633,2017-01-08 19:30:00,TD Garden,"Boston, MA",18624,18624,Pelicans,Celtics,4,-3
634,634,2017-01-08 20:00:00,United Center,"Chicago, IL",21195,20917,Raptors,Bulls,3,-1
635,635,2017-01-08 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Nuggets,Thunder,1,-5
636,636,2017-01-08 20:00:00,Target Center,"Minneapolis, MN",13945,19356,Jazz,Timberwolves,-4,1
637,637,2017-01-08 20:30:00,American Airlines Center,"Dallas, TX",19655,19200,Hawks,Mavericks,-2,6
638,638,2017-01-08 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Hornets,Spurs,3,-2
639,639,2017-01-08 22:00:00,Moda Center,"Portland, OR",13506,19441,Pistons,Trail,0,0
640,640,2017-01-09 15:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Heat,Clippers,4,-2
641,641,2017-01-09 14:00:00,BMO Harris Bradley Center,"Milwaukee, WI",15311,18717,Wizards,Bucks,-2,2
642,642,2017-01-09 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Rockets,Raptors,-2,8
643,643,2017-01-09 20:00:00,FedExForum,"Memphis, TN",16112,18119,Jazz,Grizzlies,2,-1
644,644,2017-01-09 20:30:00,Talking Stick Resort Arena,"Phoenix, AZ",18055,18422,Cavaliers,Suns,-1,2
645,645,2017-01-09 21:00:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Warriors,Kings,-3,1
646,646,2017-01-09 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Magic,Lakers,2,-3
647,647,2017-01-10 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Pelicans,Knicks,-2,1
648,648,2017-01-10 20:00:00,United Center,"Chicago, IL",21923,20917,Thunder,Bulls,-1,2
649,649,2017-01-10 20:00:00,Target Center,"Minneapolis, MN",9625,19356,Mavericks,Timberwolves,1,-3
650,650,2017-01-11 19:00:00,Verizon Center,"Washington, DC",14361,20173,Bulls,Wizards,3,-2
651,651,2017-01-11 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Celtics,Raptors,1,-1
652,652,2017-01-11 20:00:00,Toyota Center,"Houston, TX",16196,18104,Hornets,Rockets,9,-3
653,653,2017-01-11 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Bucks,Spurs,-1,1
654,654,2017-01-11 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Cavaliers,Jazz,1,-1
655,655,2017-01-11 22:30:00,STAPLES Center,"Los Angeles, CA",18483,19060,Blazers,Lakers,-1,0
656,656,2017-01-11 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Heat,Warriors,2,-3
657,657,2017-01-11 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Pistons,Kings,1,-1
658,658,2017-01-12 19:00:00,Wells Fargo Center,"Philadelphia, PA",18755,20318,Knicks,76ers,2,-3
659,659,2017-01-12 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Grizzlies,Thunder,3,-1
660,660,2017-01-12 20:00:00,Target Center,"Minneapolis, MN",13858,19356,Rockets,Timberwolves,2,-1
661,661,2017-01-12 20:00:00,TD Garden,"Boston, MA",18624,18624,Wizards,Celtics,1,-1
662,662,2017-01-12 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Magic,Clippers,5,-4
663,663,2017-01-12 22:30:00,Moda Center,"Portland, OR",19393,19441,Cavaliers,Trail,0,-2
664,664,2017-01-13 20:00:00,Madison Square Garden,"New York, NY",19812,19763,Bulls,Knicks,1,-3
665,665,2017-01-13 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Lakers,Spurs,1,-2
666,666,2017-01-13 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Pistons,Warriors,3,-2
667,667,2017-01-14 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Nets,Raptors,2,-9
668,668,2017-01-14 19:00:00,Wells Fargo Center,"Philadelphia, PA",18215,20318,Hornets,76ers,3,-4
669,669,2017-01-14 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",17483,18717,Heat,Bucks,2,-4
670,670,2017-01-14 20:00:00,Toyota Center,"Houston, TX",18055,18104,Grizzlies,Rockets,-2,1
671,671,2017-01-14 20:00:00,Target Center,"Minneapolis, MN",16644,19356,Thunder,Timberwolves,3,-1
672,672,2017-01-14 20:00:00,Philips Arena,"Atlanta, GA",18216,18729,Celtics,Hawks,-1,2
673,673,2017-01-14 22:00:00,Moda Center,"Portland, OR",19344,19441,Magic,Trail,0,1
674,674,2017-01-14 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Cavaliers,Kings,-1,1
675,675,2017-01-14 22:30:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Pistons,Jazz,2,-3
676,676,2017-01-15 15:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Lakers,Clippers,6,-3
677,677,2017-01-15 17:00:00,United Center,"Chicago, IL",21916,20917,Pelicans,Bulls,1,-1
678,678,2017-01-15 20:00:00,Verizon Center,"Washington, DC",17880,20173,76ers,Wizards,1,-1
679,679,2017-01-15 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Magic,Jazz,3,-1
680,680,2017-01-16 15:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Knicks,Raptors,3,-1
681,681,2017-01-16 15:00:00,Philips Arena,"Atlanta, GA",14231,18729,Bucks,Hawks,1,-1
682,682,2017-01-16 14:00:00,American Airlines Center,"Dallas, TX",19655,19200,Timberwolves,Mavericks,2,-1
683,683,2017-01-16 21:00:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Thunder,Kings,-2,1
684,684,2017-01-16 21:00:00,FedExForum,"Memphis, TN",18119,18119,Bulls,Grizzlies,-1,2
685,685,2017-01-16 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Pistons,Lakers,-4,1
686,686,2017-01-17 13:00:00,Madison Square Garden,"New York, NY",19812,19763,Hawks,Knicks,-2,2
687,687,2017-01-17 14:00:00,Verizon Center,"Washington, DC",17395,20173,Blazers,Wizards,2,0
688,688,2017-01-17 15:30:00,BMO Harris Bradley Center,"Milwaukee, WI",13261,18717,76ers,Bucks,-2,1
689,689,2017-01-17 16:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",15525,18165,Pelicans,Pacers,1,-2
690,690,2017-01-17 17:00:00,Pepsi Center,"Denver, CO",11217,19155,Magic,Nuggets,2,-2
691,691,2017-01-17 19:30:00,TD Garden,"Boston, MA",18624,18624,Hornets,Celtics,3,-5
692,692,2017-01-17 20:00:00,ORACLE Arena,"Oakland, CA",19596,19596,Cavaliers,Warriors,4,-1
693,693,2017-01-17 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16767,18422,Jazz,Suns,-1,4
694,694,2017-01-17 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Thunder,Clippers,7,-1
695,695,2017-01-18 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Rockets,Heat,1,-1
696,696,2017-01-18 20:00:00,United Center,"Chicago, IL",21294,20917,Mavericks,Bulls,-1,3
697,697,2017-01-18 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Timberwolves,Spurs,1,-2
698,698,2017-01-18 22:30:00,STAPLES Center,"Los Angeles, CA",18412,19060,Nuggets,Lakers,-5,3
699,699,2017-01-19 19:00:00,Wells Fargo Center,"Philadelphia, PA",17223,20318,Raptors,76ers,2,-1
700,700,2017-01-19 19:00:00,Verizon Center,"Washington, DC",15079,20173,Grizzlies,Wizards,3,-2
701,701,2017-01-19 19:00:00,Spectrum Center,"Charlotte, NC",15451,19077,Blazers,Hornets,1,0
702,702,2017-01-19 19:30:00,TD Garden,"Boston, MA",18624,18624,Knicks,Celtics,-1,1
703,703,2017-01-19 20:00:00,Smoothie King Center,"New Orleans, LA",15818,17188,Magic,Pelicans,1,-3
704,704,2017-01-19 20:00:00,Toyota Center,"Houston, TX",15782,18104,Bucks,Rockets,1,-3
705,705,2017-01-19 20:00:00,The Palace of Auburn Hills,"Detroit, MI",15159,22076,Hawks,Pistons,2,-1
706,706,2017-01-19 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Thunder,Warriors,5,-2
707,707,2017-01-19 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Pacers,Kings,-3,2
708,708,2017-01-20 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Suns,Cavaliers,1,-2
709,709,2017-01-20 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Mavericks,Heat,2,-1
710,710,2017-01-20 20:00:00,Madison Square Garden,"New York, NY",19812,19763,Wizards,Knicks,-1,4
711,711,2017-01-20 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Nuggets,Spurs,2,-1
712,712,2017-01-20 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Timberwolves,Clippers,-1,1
713,713,2017-01-21 19:00:00,Wells Fargo Center,"Philadelphia, PA",19476,20318,Blazers,76ers,3,0
714,714,2017-01-21 19:00:00,Spectrum Center,"Charlotte, NC",18378,19077,Raptors,Hornets,2,-2
715,715,2017-01-21 19:00:00,Amway Center,"Orlando, FL",19307,18500,Bucks,Magic,1,-4
716,716,2017-01-21 20:00:00,FedExForum,"Memphis, TN",16991,18119,Kings,Grizzlies,1,-4
717,717,2017-01-21 20:00:00,Smoothie King Center,"New Orleans, LA",17004,17188,Nets,Pelicans,-1,1
718,718,2017-01-21 20:00:00,Toyota Center,"Houston, TX",18055,18104,Warriors,Rockets,-1,6
719,719,2017-01-21 20:00:00,Philips Arena,"Atlanta, GA",16328,18729,Bulls,Hawks,1,-2
720,720,2017-01-21 20:30:00,American Airlines Center,"Dallas, TX",19421,19200,Jazz,Mavericks,-2,5
721,721,2017-01-21 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Pacers,Lakers,1,-1
722,722,2017-01-22 17:00:00,TD Garden,"Boston, MA",18624,18624,Blazers,Celtics,-2,0
723,723,2017-01-22 18:00:00,The Palace of Auburn Hills,"Detroit, MI",18231,22076,Wizards,Pistons,3,-1
724,724,2017-01-22 19:00:00,Spectrum Center,"Charlotte, NC",18583,19077,Nets,Hornets,3,-1
725,725,2017-01-22 19:00:00,Philips Arena,"Atlanta, GA",15116,18729,76ers,Hawks,2,-1
726,726,2017-01-22 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Suns,Knicks,-2,1
727,727,2017-01-22 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Bucks,Heat,3,-5
728,728,2017-01-22 20:00:00,FedExForum,"Memphis, TN",18119,18119,Rockets,Grizzlies,-1,1
729,729,2017-01-22 20:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Spurs,Cavaliers,-1,3
730,730,2017-01-22 21:00:00,Pepsi Center,"Denver, CO",16056,19155,Clippers,Nuggets,1,-2
731,731,2017-01-22 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Pacers,Jazz,6,-2
732,732,2017-01-22 21:00:00,United Center,"Chicago, IL",21606,20917,Kings,Bulls,1,-5
733,733,2017-01-23 12:00:00,Amway Center,"Orlando, FL",18846,18500,Warriors,Magic,-1,7
734,734,2017-01-23 15:30:00,American Airlines Center,"Dallas, TX",19484,19200,Lakers,Mavericks,1,-1
