,Unnamed: 0,date,game_center,geo_location,attendance,capacity,guest,home,streak_home,streak_guest
980,980,2017-03-07 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19649,19911,Pelicans,Jazz,3,-1
981,981,2017-03-07 22:30:00,STAPLES Center,"Los Angeles, CA",19283,19060,Celtics,Clippers,2,-2
982,982,2017-03-08 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Blazers,Thunder,-4,0
983,983,2017-03-08 20:30:00,American Airlines Center,"Dallas, TX",20484,19200,Lakers,Mavericks,3,-8
984,984,2017-03-08 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16372,18422,Wizards,Suns,-1,2
985,985,2017-03-09 19:00:00,Amway Center,"Orlando, FL",16063,18500,Bulls,Magic,1,-3
986,986,2017-03-09 19:30:00,Philips Arena,"Atlanta, GA",11931,18729,Nets,Hawks,1,-1
987,987,2017-03-09 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Hornets,Heat,3,-1
988,988,2017-03-09 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",13767,18717,Knicks,Bucks,4,-1
989,989,2017-03-09 20:00:00,Smoothie King Center,"New Orleans, LA",14543,17188,Raptors,Pelicans,-2,1
990,990,2017-03-09 20:00:00,Toyota Center,"Houston, TX",16230,18104,Jazz,Rockets,-2,4
991,991,2017-03-09 20:00:00,Target Center,"Minneapolis, MN",14933,19356,Clippers,Timberwolves,1,-1
992,992,2017-03-09 20:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",14353,18165,Pistons,Pacers,1,-1
993,993,2017-03-09 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Kings,Spurs,9,-6
994,994,2017-03-09 21:00:00,Pepsi Center,"Denver, CO",12323,19155,Wizards,Nuggets,-1,3
995,995,2017-03-09 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Celtics,Warriors,-1,1
996,996,2017-03-10 19:30:00,The Palace of Auburn Hills,"Detroit, MI",19421,22076,Cavaliers,Pistons,1,-3
997,997,2017-03-10 20:00:00,FedExForum,"Memphis, TN",16642,18119,Clippers,Grizzlies,-4,1
998,998,2017-03-10 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Spurs,Thunder,1,-1
999,999,2017-03-10 22:00:00,Moda Center,"Portland, OR",19240,19441,76ers,Trail,0,-3
1000,1000,2017-03-10 22:30:00,Talking Stick Resort Arena,"Phoenix, AZ",17552,18422,Lakers,Suns,-2,1
1001,1001,2017-03-11 19:00:00,Spectrum Center,"Charlotte, NC",17444,19077,Magic,Hornets,1,-1
1002,1002,2017-03-11 20:00:00,United Center,"Chicago, IL",21995,20917,Rockets,Bulls,-4,1
1003,1003,2017-03-11 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16177,18717,Pacers,Bucks,5,-1
1004,1004,2017-03-11 20:00:00,Target Center,"Minneapolis, MN",20412,19356,Warriors,Timberwolves,2,-2
1005,1005,2017-03-11 20:00:00,Philips Arena,"Atlanta, GA",16078,18729,Raptors,Hawks,2,-1
1006,1006,2017-03-11 21:00:00,Pepsi Center,"Denver, CO",17147,19155,Celtics,Nuggets,1,-1
1007,1007,2017-03-11 21:00:00,American Airlines Center,"Dallas, TX",20022,19200,Nets,Mavericks,4,-2
1008,1008,2017-03-11 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Wizards,Kings,-7,4
1009,1009,2017-03-12 15:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Jazz,Thunder,2,-1
1010,1010,2017-03-12 15:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,76ers,Clippers,2,-4
1011,1011,2017-03-12 17:00:00,The Palace of Auburn Hills,"Detroit, MI",19607,22076,Knicks,Pistons,2,-2
1012,1012,2017-03-12 19:00:00,Spectrum Center,"Charlotte, NC",18196,19077,Pelicans,Hornets,-1,1
1013,1013,2017-03-12 19:00:00,Amway Center,"Orlando, FL",18846,18500,Cavaliers,Magic,-2,1
1014,1014,2017-03-12 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",18717,18717,Timberwolves,Bucks,6,-1
1015,1015,2017-03-12 20:00:00,AmericanAirlines Arena,"Miami, FL",19745,19600,Raptors,Heat,4,-2
1016,1016,2017-03-12 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Warriors,Spurs,1,-3
1017,1017,2017-03-12 21:00:00,FedExForum,"Memphis, TN",17523,18119,Hawks,Grizzlies,-5,3
1018,1018,2017-03-12 21:00:00,American Airlines Center,"Dallas, TX",20324,19200,Suns,Mavericks,-1,1
1019,1019,2017-03-12 22:00:00,Moda Center,"Portland, OR",19482,19441,Wizards,Trail,0,5
1020,1020,2017-03-12 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Nuggets,Kings,-8,2
1021,1021,2017-03-13 14:30:00,TD Garden,"Boston, MA",18624,18624,Bulls,Celtics,1,-5
1022,1022,2017-03-13 17:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17923,18165,Heat,Pacers,1,-1
1023,1023,2017-03-13 20:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16664,18422,Blazers,Suns,-1,0
1024,1024,2017-03-13 20:00:00,Toyota Center,"Houston, TX",18055,18104,Cavaliers,Rockets,2,-1
1025,1025,2017-03-13 20:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,76ers,Lakers,-1,1
1026,1026,2017-03-14 18:00:00,Spectrum Center,"Charlotte, NC",16489,19077,Bulls,Hornets,-2,1
1027,1027,2017-03-14 18:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Mavericks,Raptors,1,-2
1028,1028,2017-03-14 19:00:00,FedExForum,"Memphis, TN",16770,18119,Bucks,Grizzlies,1,-1
1029,1029,2017-03-14 19:00:00,AT&T Center,"San Antonio, TX",18418,18581,Hawks,Spurs,2,-1
1030,1030,2017-03-14 19:00:00,Target Center,"Minneapolis, MN",15747,19356,Wizards,Timberwolves,1,-1
1031,1031,2017-03-14 20:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Clippers,Jazz,1,-1
1032,1032,2017-03-14 21:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Magic,Kings,1,-3
1033,1033,2017-03-14 21:30:00,Pepsi Center,"Denver, CO",17344,19155,Lakers,Nuggets,3,-2
1034,1034,2017-03-15 18:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Pistons,Cavaliers,1,-1
1035,1035,2017-03-15 18:30:00,Madison Square Garden,"New York, NY",18261,19763,Pacers,Knicks,1,-1
1036,1036,2017-03-15 19:00:00,Smoothie King Center,"New Orleans, LA",15530,17188,Blazers,Pelicans,2,0
1037,1037,2017-03-15 21:30:00,ORACLE Arena,"Oakland, CA",19596,19596,76ers,Warriors,1,-1
1038,1038,2017-03-16 18:00:00,Verizon Center,"Washington, DC",17844,20173,Mavericks,Wizards,-2,1
1039,1039,2017-03-16 18:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",14169,18165,Hornets,Pacers,1,-3
1040,1040,2017-03-16 18:30:00,TD Garden,"Boston, MA",18624,18624,Timberwolves,Celtics,2,-1
1041,1041,2017-03-16 18:30:00,AmericanAirlines Arena,"Miami, FL",19678,19600,Pelicans,Heat,1,-1
1042,1042,2017-03-16 18:30:00,The Palace of Auburn Hills,"Detroit, MI",14033,22076,Jazz,Pistons,-2,2
1043,1043,2017-03-16 19:00:00,United Center,"Chicago, IL",21583,20917,Grizzlies,Bulls,-1,2
1044,1044,2017-03-16 19:00:00,Toyota Center,"Houston, TX",18055,18104,Lakers,Rockets,3,-3
1045,1045,2017-03-16 19:00:00,AT&T Center,"San Antonio, TX",18418,18581,Blazers,Spurs,-1,0
1046,1046,2017-03-16 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17196,18422,Kings,Suns,-2,2
1047,1047,2017-03-16 21:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Bucks,Clippers,-2,1
1048,1048,2017-03-17 18:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Jazz,Cavaliers,2,-1
1049,1049,2017-03-17 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Thunder,Raptors,-1,4
1050,1050,2017-03-17 18:30:00,Madison Square Garden,"New York, NY",19812,19763,Nets,Knicks,-1,1
1051,1051,2017-03-17 18:30:00,Philips Arena,"Atlanta, GA",17063,18729,Grizzlies,Hawks,-2,3
1052,1052,2017-03-17 20:00:00,Pepsi Center,"Denver, CO",14179,19155,Clippers,Nuggets,4,-3
1053,1053,2017-03-17 21:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Magic,Warriors,2,-4
1054,1054,2017-03-18 18:00:00,Wells Fargo Center,"Philadelphia, PA",17642,20318,Mavericks,76ers,1,-1
1055,1055,2017-03-18 18:00:00,Verizon Center,"Washington, DC",20356,20173,Bulls,Wizards,1,-2
1056,1056,2017-03-18 18:30:00,The Palace of Auburn Hills,"Detroit, MI",16541,22076,Raptors,Pistons,-3,1
1057,1057,2017-03-18 19:00:00,Smoothie King Center,"New Orleans, LA",17972,17188,Rockets,Pelicans,1,-1
1058,1058,2017-03-18 19:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Timberwolves,Heat,2,-2
1059,1059,2017-03-18 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16880,18422,Magic,Suns,-3,1
1060,1060,2017-03-18 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Bucks,Lakers,-4,2
1061,1061,2017-03-19 14:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Kings,Thunder,5,-1
1062,1062,2017-03-19 17:00:00,Philips Arena,"Atlanta, GA",16543,18729,Blazers,Hawks,-3,0
1063,1063,2017-03-19 18:00:00,Spectrum Center,"Charlotte, NC",19361,19077,Wizards,Hornets,1,-1
1064,1064,2017-03-19 19:30:00,STAPLES Center,"Los Angeles, CA",19379,19060,Cavaliers,Clippers,1,-1
1065,1065,2017-03-19 20:00:00,United Center,"Chicago, IL",21953,20917,Jazz,Bulls,1,-2
1066,1066,2017-03-19 20:00:00,FedExForum,"Memphis, TN",18119,18119,Spurs,Grizzlies,4,-2
1067,1067,2017-03-19 20:30:00,Pepsi Center,"Denver, CO",17512,19155,Rockets,Nuggets,-1,1
1068,1068,2017-03-19 21:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Bucks,Warriors,3,-1
1069,1069,2017-03-20 12:00:00,Wells Fargo Center,"Philadelphia, PA",19446,20318,Celtics,76ers,2,-1
1070,1070,2017-03-20 15:30:00,The Palace of Auburn Hills,"Detroit, MI",19588,22076,Suns,Pistons,1,-4
1071,1071,2017-03-20 17:00:00,Smoothie King Center,"New Orleans, LA",16111,17188,Timberwolves,Pelicans,2,-3
1072,1072,2017-03-20 17:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Pacers,Raptors,2,-1
1073,1073,2017-03-20 17:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Blazers,Heat,-1,0
1074,1074,2017-03-20 18:00:00,AT&T Center,"San Antonio, TX",18418,18581,Kings,Spurs,1,-2
1075,1075,2017-03-20 20:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Cavaliers,Lakers,-5,1
1076,1076,2017-03-21 18:00:00,Spectrum Center,"Charlotte, NC",14278,19077,Hawks,Hornets,2,-4
1077,1077,2017-03-21 18:00:00,Amway Center,"Orlando, FL",16236,18500,76ers,Magic,2,-1
1078,1078,2017-03-21 18:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",15458,18165,Jazz,Pacers,1,-3
1079,1079,2017-03-21 18:30:00,TD Garden,"Boston, MA",18624,18624,Wizards,Celtics,1,-2
1080,1080,2017-03-21 19:00:00,Toyota Center,"Houston, TX",16080,18104,Nuggets,Rockets,2,-2
1081,1081,2017-03-21 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Warriors,Thunder,-1,4
1082,1082,2017-03-21 21:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Knicks,Clippers,2,-2
1083,1083,2017-03-22 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Bulls,Raptors,3,-1
1084,1084,2017-03-22 18:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Suns,Heat,1,-5
1085,1085,2017-03-22 19:00:00,Smoothie King Center,"New Orleans, LA",15973,17188,Grizzlies,Pelicans,3,-1
1086,1086,2017-03-22 19:30:00,American Airlines Center,"Dallas, TX",20453,19200,Warriors,Mavericks,-1,5
1087,1087,2017-03-22 20:30:00,Target Center,"Minneapolis, MN",13742,19356,Spurs,Timberwolves,-4,2
1088,1088,2017-03-22 21:00:00,Moda Center,"Portland, OR",19525,19441,Bucks,Trail,0,1
1089,1089,2017-03-22 21:30:00,STAPLES Center,"Los Angeles, CA",18724,19060,Clippers,Lakers,-6,3
1090,1090,2017-03-23 18:00:00,Amway Center,"Orlando, FL",16034,18500,Hornets,Magic,-1,3
1091,1091,2017-03-23 18:30:00,TD Garden,"Boston, MA",18624,18624,Pacers,Celtics,2,-1
1092,1092,2017-03-23 19:00:00,United Center,"Chicago, IL",21503,20917,Pistons,Bulls,1,-2
1093,1093,2017-03-23 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,76ers,Thunder,1,-2
1094,1094,2017-03-23 19:00:00,Verizon Center,"Washington, DC",18137,20173,Hawks,Wizards,1,-5
1095,1095,2017-03-23 20:00:00,Pepsi Center,"Denver, CO",19718,19155,Cavaliers,Nuggets,1,-1
1096,1096,2017-03-23 21:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Bucks,Kings,-3,2
1097,1097,2017-03-23 21:30:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Knicks,Jazz,1,-3
1098,1098,2017-03-24 18:30:00,AmericanAirlines Arena,"Miami, FL",19745,19600,Raptors,Heat,-1,4
1099,1099,2017-03-24 19:30:00,American Airlines Center,"Dallas, TX",19703,19200,Clippers,Mavericks,1,-1
1100,1100,2017-03-24 19:30:00,AT&T Center,"San Antonio, TX",18418,18581,Grizzlies,Spurs,3,-2
1101,1101,2017-03-24 21:00:00,Moda Center,"Portland, OR",19020,19441,Knicks,Trail,0,-4
1102,1102,2017-03-25 18:00:00,Verizon Center,"Washington, DC",19616,20173,Nets,Wizards,2,-1
1103,1103,2017-03-25 18:00:00,Spectrum Center,"Charlotte, NC",19511,19077,Cavaliers,Hornets,-1,1
1104,1104,2017-03-25 18:00:00,Amway Center,"Orlando, FL",18076,18500,Pistons,Magic,1,-3
1105,1105,2017-03-25 18:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17923,18165,Nuggets,Pacers,-2,2
1106,1106,2017-03-25 18:30:00,TD Garden,"Boston, MA",18624,18624,Suns,Celtics,3,-7
1107,1107,2017-03-25 19:00:00,United Center,"Chicago, IL",21558,20917,76ers,Bulls,-1,1
1108,1108,2017-03-25 19:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16786,18717,Hawks,Bucks,3,-6
1109,1109,2017-03-25 19:00:00,Toyota Center,"Houston, TX",18055,18104,Pelicans,Rockets,3,-1
1110,1110,2017-03-25 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Timberwolves,Lakers,1,-5
1111,1111,2017-03-25 21:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Kings,Warriors,6,-4
1112,1112,2017-03-26 14:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Jazz,Clippers,1,-1
1113,1113,2017-03-26 18:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Wizards,Cavaliers,-1,3
1114,1114,2017-03-26 19:30:00,American Airlines Center,"Dallas, TX",19934,19200,Raptors,Mavericks,-1,5
1115,1115,2017-03-26 19:30:00,AT&T Center,"San Antonio, TX",18418,18581,Knicks,Spurs,4,-5
1116,1116,2017-03-26 21:00:00,Moda Center,"Portland, OR",19580,19441,Timberwolves,Trail,0,-6
1117,1117,2017-03-27 12:00:00,Spectrum Center,"Charlotte, NC",17292,19077,Suns,Hornets,1,-8
1118,1118,2017-03-27 12:00:00,Philips Arena,"Atlanta, GA",15921,18729,Nets,Hawks,-7,1
1119,1119,2017-03-27 14:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Kings,Clippers,-1,1
1120,1120,2017-03-27 14:30:00,BMO Harris Bradley Center,"Milwaukee, WI",17669,18717,Bulls,Bucks,-1,1
1121,1121,2017-03-27 14:30:00,Toyota Center,"Houston, TX",18055,18104,Thunder,Rockets,4,-1
1122,1122,2017-03-27 17:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16467,18165,76ers,Pacers,1,-1
1123,1123,2017-03-27 17:00:00,TD Garden,"Boston, MA",18624,18624,Heat,Celtics,4,-2
1124,1124,2017-03-27 19:00:00,ORACLE Arena,"Oakland, CA",19596,19596,Grizzlies,Warriors,7,-3
1125,1125,2017-03-27 19:00:00,Pepsi Center,"Denver, CO",19850,19155,Pelicans,Nuggets,-1,1
1126,1126,2017-03-27 20:30:00,STAPLES Center,"Los Angeles, CA",18698,19060,Blazers,Lakers,-1,0
1127,1127,2017-03-28 18:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Magic,Raptors,6,-1
1128,1128,2017-03-28 18:30:00,Madison Square Garden,"New York, NY",19812,19763,Pistons,Knicks,1,-4
1129,1129,2017-03-28 19:00:00,AT&T Center,"San Antonio, TX",18418,18581,Cavaliers,Spurs,5,-2
1130,1130,2017-03-28 19:30:00,American Airlines Center,"Dallas, TX",19970,19200,Thunder,Mavericks,-2,1
1131,1131,2017-03-28 21:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Grizzlies,Kings,2,-4
1132,1132,2017-03-28 21:30:00,Vivint Smart Home Arena,"Salt Lake City, UT",18924,19911,Pelicans,Jazz,1,-1
1133,1133,2017-03-29 18:00:00,Spectrum Center,"Charlotte, NC",16505,19077,Bucks,Hornets,-1,1
1134,1134,2017-03-29 18:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17534,18165,Timberwolves,Pacers,-1,1
1135,1135,2017-03-29 18:30:00,Philips Arena,"Atlanta, GA",13412,18729,Suns,Hawks,1,-9
1136,1136,2017-03-29 18:30:00,The Palace of Auburn Hills,"Detroit, MI",17160,22076,Heat,Pistons,-5,1
1137,1137,2017-03-29 19:00:00,Toyota Center,"Houston, TX",18055,18104,Warriors,Rockets,-1,8
1138,1138,2017-03-29 21:00:00,Moda Center,"Portland, OR",20003,19441,Nuggets,Trail,0,-2
1139,1139,2017-03-29 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Wizards,Lakers,-2,4
1140,1140,2017-03-30 18:00:00,Wells Fargo Center,"Philadelphia, PA",15212,20318,Hawks,76ers,-1,2
1141,1141,2017-03-30 18:00:00,Amway Center,"Orlando, FL",18408,18500,Thunder,Magic,-2,2
1142,1142,2017-03-30 18:30:00,TD Garden,"Boston, MA",18624,18624,Bucks,Celtics,-1,2
1143,1143,2017-03-30 18:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Hornets,Raptors,-1,1
1144,1144,2017-03-30 18:30:00,Madison Square Garden,"New York, NY",19812,19763,Heat,Knicks,-1,2
1145,1145,2017-03-30 19:00:00,FedExForum,"Memphis, TN",16367,18119,Pacers,Grizzlies,1,-2
1146,1146,2017-03-30 19:00:00,Smoothie King Center,"New Orleans, LA",16000,17188,Mavericks,Pelicans,1,-3
1147,1147,2017-03-30 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Warriors,Spurs,-1,9
1148,1148,2017-03-30 21:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Wizards,Clippers,1,-1
1149,1149,2017-03-30 21:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Jazz,Kings,-1,2
1150,1150,2017-03-31 18:30:00,The Palace of Auburn Hills,"Detroit, MI",15804,22076,Nets,Pistons,1,-2
1151,1151,2017-03-31 19:00:00,United Center,"Chicago, IL",22282,20917,Cavaliers,Bulls,2,-3
1152,1152,2017-03-31 19:00:00,Target Center,"Minneapolis, MN",18179,19356,Lakers,Timberwolves,2,-3
1153,1153,2017-03-31 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16736,18422,Clippers,Suns,-10,2
1154,1154,2017-03-31 21:30:00,Moda Center,"Portland, OR",20049,19441,Rockets,Trail,0,-2
1155,1155,2017-04-01 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Pacers,Raptors,1,-3
1156,1156,2017-04-01 18:00:00,Spectrum Center,"Charlotte, NC",18353,19077,Nuggets,Hornets,2,-3
1157,1157,2017-04-01 18:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,76ers,Cavaliers,1,-2
1158,1158,2017-04-01 18:30:00,TD Garden,"Boston, MA",18624,18624,Magic,Celtics,1,-3
1159,1159,2017-04-01 19:00:00,BMO Harris Bradley Center,"Milwaukee, WI",18717,18717,Pistons,Bucks,3,-1
1160,1160,2017-04-01 19:00:00,FedExForum,"Memphis, TN",17317,18119,Mavericks,Grizzlies,2,-4
1161,1161,2017-04-01 19:00:00,Smoothie King Center,"New Orleans, LA",17304,17188,Kings,Pelicans,2,-2
1162,1162,2017-04-01 19:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Knicks,Heat,-1,1
1163,1163,2017-04-01 20:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Wizards,Jazz,3,-2
1164,1164,2017-04-01 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Spurs,Thunder,-1,1
1165,1165,2017-04-01 21:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Rockets,Warriors,10,-3
1166,1166,2017-04-05 18:00:00,Wells Fargo Center,"Philadelphia, PA",14580,20318,Nets,76ers,-4,3
1167,1167,2017-04-05 18:00:00,Verizon Center,"Washington, DC",18614,20173,Hornets,Wizards,1,-1
1168,1168,2017-04-05 18:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Magic,Cavaliers,3,-5
1169,1169,2017-04-05 18:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16524,18165,Raptors,Pacers,1,-1
1170,1170,2017-04-05 19:00:00,Smoothie King Center,"New Orleans, LA",16050,17188,Nuggets,Pelicans,-2,2
1171,1171,2017-04-05 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Bucks,Thunder,1,-2
1172,1172,2017-04-05 19:00:00,Madison Square Garden,"New York, NY",19812,19763,Bulls,Knicks,1,-1
1173,1173,2017-04-05 19:30:00,AT&T Center,"San Antonio, TX",18418,18581,Grizzlies,Spurs,3,-2
1174,1174,2017-04-05 21:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Timberwolves,Warriors,12,-1
1175,1175,2017-04-05 21:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Mavericks,Kings,2,-1
1176,1176,2017-04-05 20:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Blazers,Jazz,1,0
1177,1177,2017-04-06 18:00:00,Spectrum Center,"Charlotte, NC",17758,19077,Heat,Hornets,-2,1
1178,1178,2017-04-06 18:30:00,The Palace of Auburn Hills,"Detroit, MI",17578,22076,Raptors,Pistons,-2,1
1179,1179,2017-04-06 19:00:00,FedExForum,"Memphis, TN",17298,18119,Thunder,Grizzlies,-3,2
1180,1180,2017-04-06 19:00:00,Toyota Center,"Houston, TX",18055,18104,Nuggets,Rockets,2,-1
1181,1181,2017-04-06 19:00:00,TD Garden,"Boston, MA",18624,18624,Cavaliers,Celtics,-1,4
1182,1182,2017-04-06 19:30:00,AT&T Center,"San Antonio, TX",18418,18581,Lakers,Spurs,-1,2
1183,1183,2017-04-06 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",18055,18422,Warriors,Suns,-13,13
1184,1184,2017-04-06 21:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Mavericks,Clippers,4,-2
1185,1185,2017-04-07 18:00:00,Wells Fargo Center,"Philadelphia, PA",15177,20318,Bulls,76ers,-5,1
1186,1186,2017-04-07 18:00:00,Amway Center,"Orlando, FL",18095,18500,Nets,Magic,1,-1
1187,1187,2017-04-07 18:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17010,18165,Bucks,Pacers,2,-3
1188,1188,2017-04-07 18:30:00,Madison Square Garden,"New York, NY",19812,19763,Wizards,Knicks,-1,2
1189,1189,2017-04-07 19:00:00,Philips Arena,"Atlanta, GA",18688,18729,Celtics,Hawks,1,-2
1190,1190,2017-04-07 21:30:00,Moda Center,"Portland, OR",19393,19441,Timberwolves,Trail,0,-2
1191,1191,2017-04-08 18:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Hawks,Cavaliers,-1,2
1192,1192,2017-04-08 18:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Heat,Raptors,2,-1
1193,1193,2017-04-08 19:00:00,FedExForum,"Memphis, TN",17631,18119,Knicks,Grizzlies,1,-2
1194,1194,2017-04-08 19:00:00,Toyota Center,"Houston, TX",18055,18104,Pistons,Rockets,-1,1
1195,1195,2017-04-08 19:30:00,American Airlines Center,"Dallas, TX",20133,19200,Spurs,Mavericks,-3,1
1196,1196,2017-04-08 20:00:00,Pepsi Center,"Denver, CO",16348,19155,Pelicans,Nuggets,1,-3
1197,1197,2017-04-08 20:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Timberwolves,Jazz,2,-3
1198,1198,2017-04-08 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",18055,18422,Thunder,Suns,1,-1
1199,1199,2017-04-08 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Kings,Lakers,3,-1
1200,1200,2017-04-09 17:00:00,Spectrum Center,"Charlotte, NC",19407,19077,Celtics,Hornets,-3,1
1201,1201,2017-04-09 17:00:00,Amway Center,"Orlando, FL",18846,18500,Pacers,Magic,-1,3
1202,1202,2017-04-09 18:00:00,Wells Fargo Center,"Philadelphia, PA",16301,20318,Bucks,76ers,-6,1
1203,1203,2017-04-09 18:00:00,Verizon Center,"Washington, DC",20365,20173,Heat,Wizards,-1,1
1204,1204,2016-05-17 20:00:00,ORACLE Arena,"Oakland, CA",19596,19596,Thunder,Warriors,0,0
1205,1205,2016-05-19 20:00:00,ORACLE Arena,"Oakland, CA",19596,19596,Thunder,Warriors,0,0
1206,1206,2016-05-23 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Warriors,Thunder,0,0
1207,1207,2016-05-25 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Warriors,Thunder,0,0
1208,1208,2016-05-27 20:00:00,ORACLE Arena,"Oakland, CA",19596,19596,Thunder,Warriors,0,0
1209,1209,2016-05-29 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Warriors,Thunder,0,0
1210,1210,2016-05-31 20:00:00,ORACLE Arena,"Oakland, CA",19596,19596,Thunder,Warriors,0,0
1211,1211,2016-05-18 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Raptors,Cavaliers,0,0
1212,1212,2016-05-20 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Raptors,Cavaliers,0,0
1213,1213,2016-05-22 19:30:00,Air Canada Centre,"Toronto, ON",20207,19800,Cavaliers,Raptors,0,0
1214,1214,2016-05-24 19:30:00,Air Canada Centre,"Toronto, ON",20367,19800,Cavaliers,Raptors,0,0
1215,1215,2016-05-26 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Raptors,Cavaliers,0,0
1216,1216,2016-05-28 19:30:00,Air Canada Centre,"Toronto, ON",20605,19800,Cavaliers,Raptors,0,0
