,date,game_center,geo_location,attendance,capacity,home,guest
558,2016-12-24 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Mavericks,Clippers
559,2016-12-26 12:00:00,Madison Square Garden,"New York, NY",19812,19763,Celtics,Knicks
560,2016-12-26 14:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Warriors,Cavaliers
561,2016-12-26 17:18:00,AT&T Center,"San Antonio, TX",18428,18581,Bulls,Spurs
562,2016-12-26 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Timberwolves,Thunder
563,2016-12-26 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Clippers,Lakers
564,2016-12-27 19:00:00,Verizon Center,"Washington, DC",15773,20173,Bucks,Wizards
565,2016-12-27 19:00:00,Amway Center,"Orlando, FL",17104,18500,Grizzlies,Magic
566,2016-12-27 19:30:00,The Palace of Auburn Hills,"Detroit, MI",18123,22076,Cavaliers,Pistons
567,2016-12-27 20:00:00,United Center,"Chicago, IL",21922,20917,Pacers,Bulls
568,2016-12-27 20:00:00,Smoothie King Center,"New Orleans, LA",15764,17188,Mavericks,Pelicans
569,2016-12-27 20:00:00,Toyota Center,"Houston, TX",18055,18104,Suns,Rockets
570,2016-12-27 20:00:00,Target Center,"Minneapolis, MN",15617,19356,Hawks,Timberwolves
571,2016-12-27 22:00:00,Moda Center,"Portland, OR",19393,19441,Raptors,Trail
572,2016-12-27 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Nuggets,Clippers
573,2016-12-27 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,76ers,Kings
574,2016-12-28 19:30:00,TD Garden,"Boston, MA",18624,18624,Grizzlies,Celtics
575,2016-12-28 19:30:00,AmericanAirlines Arena,"Miami, FL",19977,19600,Thunder,Heat
576,2016-12-28 20:30:00,American Airlines Center,"Dallas, TX",20425,19200,Rockets,Mavericks
577,2016-12-28 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Jazz,Lakers
578,2016-12-29 19:00:00,Verizon Center,"Washington, DC",16172,20173,Pacers,Wizards
579,2016-12-29 19:00:00,Amway Center,"Orlando, FL",18273,18500,Hornets,Magic
580,2016-12-29 19:30:00,Philips Arena,"Atlanta, GA",19066,18729,Knicks,Hawks
581,2016-12-29 19:30:00,The Palace of Auburn Hills,"Detroit, MI",17222,22076,Bucks,Pistons
582,2016-12-29 20:00:00,United Center,"Chicago, IL",21957,20917,Nets,Bulls
583,2016-12-29 20:00:00,Smoothie King Center,"New Orleans, LA",16647,17188,Clippers,Pelicans
584,2016-12-29 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Suns,Spurs
585,2016-12-29 21:00:00,Pepsi Center,"Denver, CO",15093,19155,Timberwolves,Nuggets
586,2016-12-29 22:00:00,Moda Center,"Portland, OR",19665,19441,Kings,Trail
587,2016-12-29 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Raptors,Warriors
588,2016-12-30 19:00:00,Spectrum Center,"Charlotte, NC",19471,19077,Heat,Hornets
589,2016-12-30 20:00:00,FedExForum,"Memphis, TN",18119,18119,Thunder,Grizzlies
590,2016-12-30 20:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Celtics,Cavaliers
591,2016-12-30 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,76ers,Jazz
592,2016-12-30 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",18055,18422,Raptors,Suns
593,2016-12-30 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Mavericks,Lakers
594,2016-12-31 16:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17923,18165,Bulls,Pacers
595,2016-12-31 19:00:00,Verizon Center,"Washington, DC",16461,20173,Nets,Wizards
596,2016-12-31 19:30:00,TD Garden,"Boston, MA",18624,18624,Heat,Celtics
597,2016-12-31 20:00:00,Smoothie King Center,"New Orleans, LA",18124,17188,Knicks,Pelicans
598,2016-12-31 20:00:00,Toyota Center,"Houston, TX",18055,18104,Clippers,Rockets
599,2016-12-31 20:00:00,Target Center,"Minneapolis, MN",17779,19356,Bucks,Timberwolves
600,2016-12-31 20:00:00,Philips Arena,"Atlanta, GA",19009,18729,Pistons,Hawks
601,2016-12-31 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Blazers,Spurs
602,2016-12-31 21:00:00,Pepsi Center,"Denver, CO",13619,19155,76ers,Nuggets
603,2016-12-31 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Mavericks,Warriors
604,2017-01-01 17:00:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Grizzlies,Kings
605,2017-01-01 19:00:00,United Center,"Chicago, IL",21838,20917,Bucks,Bulls
606,2017-01-01 20:00:00,Toyota Center,"Houston, TX",18055,18104,Knicks,Rockets
607,2017-01-01 19:00:00,Spectrum Center,"Charlotte, NC",19519,19077,Cavaliers,Hornets
608,2017-01-01 20:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Suns,Jazz
609,2017-01-01 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Clippers,Thunder
610,2017-01-05 19:00:00,Spectrum Center,"Charlotte, NC",18418,19077,Thunder,Hornets
611,2017-01-05 19:00:00,Amway Center,"Orlando, FL",18846,18500,Hawks,Magic
612,2017-01-05 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Bucks,Knicks
613,2017-01-05 20:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Bulls,Cavaliers
614,2017-01-05 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Grizzlies,Clippers
615,2017-01-05 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Blazers,Warriors
616,2017-01-05 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Heat,Kings
617,2017-01-06 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16421,18165,Nets,Pacers
618,2017-01-06 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Jazz,Raptors
619,2017-01-06 19:30:00,The Palace of Auburn Hills,"Detroit, MI",13723,22076,Hornets,Pistons
620,2017-01-06 20:00:00,Smoothie King Center,"New Orleans, LA",15003,17188,Hawks,Pelicans
621,2017-01-06 20:00:00,Toyota Center,"Houston, TX",18055,18104,Thunder,Rockets
622,2017-01-06 20:30:00,American Airlines Center,"Dallas, TX",19570,19200,Suns,Mavericks
623,2017-01-06 22:30:00,Moda Center,"Portland, OR",19403,19441,Lakers,Trail
624,2017-01-06 21:00:00,Pepsi Center,"Denver, CO",14391,19155,Spurs,Nuggets
625,2017-01-07 19:00:00,Verizon Center,"Washington, DC",18686,20173,Timberwolves,Wizards
626,2017-01-07 19:00:00,Amway Center,"Orlando, FL",19272,18500,Rockets,Magic
627,2017-01-07 19:30:00,TD Garden,"Boston, MA",18624,18624,76ers,Celtics
628,2017-01-07 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",18717,18717,Knicks,Bucks
629,2017-01-07 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Heat,Lakers
630,2017-01-07 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Grizzlies,Warriors
631,2017-01-07 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Clippers,Kings
632,2017-01-08 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17367,18165,Knicks,Pacers
633,2017-01-08 19:30:00,TD Garden,"Boston, MA",18624,18624,Pelicans,Celtics
634,2017-01-08 20:00:00,United Center,"Chicago, IL",21195,20917,Raptors,Bulls
635,2017-01-08 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Nuggets,Thunder
636,2017-01-08 20:00:00,Target Center,"Minneapolis, MN",13945,19356,Jazz,Timberwolves
637,2017-01-08 20:30:00,American Airlines Center,"Dallas, TX",19655,19200,Hawks,Mavericks
638,2017-01-08 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Hornets,Spurs
639,2017-01-08 22:00:00,Moda Center,"Portland, OR",13506,19441,Pistons,Trail
640,2017-01-09 15:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Heat,Clippers
641,2017-01-09 14:00:00,BMO Harris Bradley Center,"Milwaukee, WI",15311,18717,Wizards,Bucks
642,2017-01-09 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Rockets,Raptors
643,2017-01-09 20:00:00,FedExForum,"Memphis, TN",16112,18119,Jazz,Grizzlies
644,2017-01-09 20:30:00,Talking Stick Resort Arena,"Phoenix, AZ",18055,18422,Cavaliers,Suns
645,2017-01-09 21:00:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Warriors,Kings
646,2017-01-09 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Magic,Lakers
647,2017-01-10 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Pelicans,Knicks
648,2017-01-10 20:00:00,United Center,"Chicago, IL",21923,20917,Thunder,Bulls
649,2017-01-10 20:00:00,Target Center,"Minneapolis, MN",9625,19356,Mavericks,Timberwolves
650,2017-01-11 19:00:00,Verizon Center,"Washington, DC",14361,20173,Bulls,Wizards
651,2017-01-11 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Celtics,Raptors
652,2017-01-11 20:00:00,Toyota Center,"Houston, TX",16196,18104,Hornets,Rockets
653,2017-01-11 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Bucks,Spurs
654,2017-01-11 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Cavaliers,Jazz
655,2017-01-11 22:30:00,STAPLES Center,"Los Angeles, CA",18483,19060,Blazers,Lakers
656,2017-01-11 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Heat,Warriors
657,2017-01-11 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Pistons,Kings
658,2017-01-12 19:00:00,Wells Fargo Center,"Philadelphia, PA",18755,20318,Knicks,76ers
659,2017-01-12 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Grizzlies,Thunder
660,2017-01-12 20:00:00,Target Center,"Minneapolis, MN",13858,19356,Rockets,Timberwolves
661,2017-01-12 20:00:00,TD Garden,"Boston, MA",18624,18624,Wizards,Celtics
662,2017-01-12 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Magic,Clippers
663,2017-01-12 22:30:00,Moda Center,"Portland, OR",19393,19441,Cavaliers,Trail
664,2017-01-13 20:00:00,Madison Square Garden,"New York, NY",19812,19763,Bulls,Knicks
665,2017-01-13 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Lakers,Spurs
666,2017-01-13 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Pistons,Warriors
667,2017-01-14 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Nets,Raptors
668,2017-01-14 19:00:00,Wells Fargo Center,"Philadelphia, PA",18215,20318,Hornets,76ers
669,2017-01-14 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",17483,18717,Heat,Bucks
670,2017-01-14 20:00:00,Toyota Center,"Houston, TX",18055,18104,Grizzlies,Rockets
671,2017-01-14 20:00:00,Target Center,"Minneapolis, MN",16644,19356,Thunder,Timberwolves
672,2017-01-14 20:00:00,Philips Arena,"Atlanta, GA",18216,18729,Celtics,Hawks
673,2017-01-14 22:00:00,Moda Center,"Portland, OR",19344,19441,Magic,Trail
674,2017-01-14 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Cavaliers,Kings
675,2017-01-14 22:30:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Pistons,Jazz
676,2017-01-15 15:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Lakers,Clippers
677,2017-01-15 17:00:00,United Center,"Chicago, IL",21916,20917,Pelicans,Bulls
678,2017-01-15 20:00:00,Verizon Center,"Washington, DC",17880,20173,76ers,Wizards
679,2017-01-15 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Magic,Jazz
680,2017-01-16 15:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Knicks,Raptors
681,2017-01-16 15:00:00,Philips Arena,"Atlanta, GA",14231,18729,Bucks,Hawks
682,2017-01-16 14:00:00,American Airlines Center,"Dallas, TX",19655,19200,Timberwolves,Mavericks
683,2017-01-16 21:00:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Thunder,Kings
684,2017-01-16 21:00:00,FedExForum,"Memphis, TN",18119,18119,Bulls,Grizzlies
685,2017-01-16 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Pistons,Lakers
686,2017-01-17 13:00:00,Madison Square Garden,"New York, NY",19812,19763,Hawks,Knicks
687,2017-01-17 14:00:00,Verizon Center,"Washington, DC",17395,20173,Blazers,Wizards
688,2017-01-17 15:30:00,BMO Harris Bradley Center,"Milwaukee, WI",13261,18717,76ers,Bucks
689,2017-01-17 16:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",15525,18165,Pelicans,Pacers
690,2017-01-17 17:00:00,Pepsi Center,"Denver, CO",11217,19155,Magic,Nuggets
691,2017-01-17 19:30:00,TD Garden,"Boston, MA",18624,18624,Hornets,Celtics
692,2017-01-17 20:00:00,ORACLE Arena,"Oakland, CA",19596,19596,Cavaliers,Warriors
693,2017-01-17 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16767,18422,Jazz,Suns
694,2017-01-17 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Thunder,Clippers
695,2017-01-18 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Rockets,Heat
696,2017-01-18 20:00:00,United Center,"Chicago, IL",21294,20917,Mavericks,Bulls
697,2017-01-18 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Timberwolves,Spurs
698,2017-01-18 22:30:00,STAPLES Center,"Los Angeles, CA",18412,19060,Nuggets,Lakers
699,2017-01-19 19:00:00,Wells Fargo Center,"Philadelphia, PA",17223,20318,Raptors,76ers
700,2017-01-19 19:00:00,Verizon Center,"Washington, DC",15079,20173,Grizzlies,Wizards
701,2017-01-19 19:00:00,Spectrum Center,"Charlotte, NC",15451,19077,Blazers,Hornets
702,2017-01-19 19:30:00,TD Garden,"Boston, MA",18624,18624,Knicks,Celtics
703,2017-01-19 20:00:00,Smoothie King Center,"New Orleans, LA",15818,17188,Magic,Pelicans
704,2017-01-19 20:00:00,Toyota Center,"Houston, TX",15782,18104,Bucks,Rockets
705,2017-01-19 20:00:00,The Palace of Auburn Hills,"Detroit, MI",15159,22076,Hawks,Pistons
706,2017-01-19 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Thunder,Warriors
707,2017-01-19 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Pacers,Kings
708,2017-01-20 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Suns,Cavaliers
709,2017-01-20 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Mavericks,Heat
710,2017-01-20 20:00:00,Madison Square Garden,"New York, NY",19812,19763,Wizards,Knicks
711,2017-01-20 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Nuggets,Spurs
712,2017-01-20 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Timberwolves,Clippers
713,2017-01-21 19:00:00,Wells Fargo Center,"Philadelphia, PA",19476,20318,Blazers,76ers
714,2017-01-21 19:00:00,Spectrum Center,"Charlotte, NC",18378,19077,Raptors,Hornets
715,2017-01-21 19:00:00,Amway Center,"Orlando, FL",19307,18500,Bucks,Magic
716,2017-01-21 20:00:00,FedExForum,"Memphis, TN",16991,18119,Kings,Grizzlies
717,2017-01-21 20:00:00,Smoothie King Center,"New Orleans, LA",17004,17188,Nets,Pelicans
718,2017-01-21 20:00:00,Toyota Center,"Houston, TX",18055,18104,Warriors,Rockets
719,2017-01-21 20:00:00,Philips Arena,"Atlanta, GA",16328,18729,Bulls,Hawks
720,2017-01-21 20:30:00,American Airlines Center,"Dallas, TX",19421,19200,Jazz,Mavericks
721,2017-01-21 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Pacers,Lakers
722,2017-01-22 17:00:00,TD Garden,"Boston, MA",18624,18624,Blazers,Celtics
723,2017-01-22 18:00:00,The Palace of Auburn Hills,"Detroit, MI",18231,22076,Wizards,Pistons
724,2017-01-22 19:00:00,Spectrum Center,"Charlotte, NC",18583,19077,Nets,Hornets
725,2017-01-22 19:00:00,Philips Arena,"Atlanta, GA",15116,18729,76ers,Hawks
726,2017-01-22 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Suns,Knicks
727,2017-01-22 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Bucks,Heat
728,2017-01-22 20:00:00,FedExForum,"Memphis, TN",18119,18119,Rockets,Grizzlies
729,2017-01-22 20:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Spurs,Cavaliers
730,2017-01-22 21:00:00,Pepsi Center,"Denver, CO",16056,19155,Clippers,Nuggets
731,2017-01-22 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Pacers,Jazz
732,2017-01-22 21:00:00,United Center,"Chicago, IL",21606,20917,Kings,Bulls
733,2017-01-23 12:00:00,Amway Center,"Orlando, FL",18846,18500,Warriors,Magic
734,2017-01-23 15:30:00,American Airlines Center,"Dallas, TX",19484,19200,Lakers,Mavericks
735,2017-01-23 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Suns,Raptors
736,2017-01-23 19:00:00,Target Center,"Minneapolis, MN",12788,19356,Nuggets,Timberwolves
737,2017-01-24 19:00:00,Spectrum Center,"Charlotte, NC",15285,19077,Wizards,Hornets
738,2017-01-24 19:30:00,Philips Arena,"Atlanta, GA",12853,18729,Clippers,Hawks
739,2017-01-24 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Warriors,Heat
740,2017-01-24 19:30:00,The Palace of Auburn Hills,"Detroit, MI",14017,22076,Kings,Pistons
741,2017-01-24 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",14016,18717,Rockets,Bucks
742,2017-01-24 20:00:00,Smoothie King Center,"New Orleans, LA",17758,17188,Cavaliers,Pelicans
743,2017-01-24 20:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16015,18165,Knicks,Pacers
744,2017-01-24 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Thunder,Jazz
745,2017-01-25 19:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Spurs,Raptors
746,2017-01-25 19:00:00,Wells Fargo Center,"Philadelphia, PA",17591,20318,Clippers,76ers
747,2017-01-25 19:00:00,Verizon Center,"Washington, DC",16387,20173,Celtics,Wizards
748,2017-01-25 19:00:00,Amway Center,"Orlando, FL",18846,18500,Bulls,Magic
749,2017-01-25 21:00:00,Pepsi Center,"Denver, CO",10867,19155,Jazz,Nuggets
750,2017-01-25 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17241,18422,Timberwolves,Suns
751,2017-01-26 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Kings,Cavaliers
752,2017-01-26 19:30:00,TD Garden,"Boston, MA",18624,18624,Rockets,Celtics
753,2017-01-26 20:00:00,United Center,"Chicago, IL",21445,20917,Hawks,Bulls
754,2017-01-26 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",13663,18717,76ers,Bucks
755,2017-01-26 20:00:00,FedExForum,"Memphis, TN",15904,18119,Raptors,Grizzlies
756,2017-01-26 20:00:00,Smoothie King Center,"New Orleans, LA",15277,17188,Thunder,Pelicans
757,2017-01-26 20:00:00,Spectrum Center,"Charlotte, NC",19639,19077,Warriors,Hornets
758,2017-01-26 20:30:00,American Airlines Center,"Dallas, TX",19750,19200,Knicks,Mavericks
759,2017-01-26 22:30:00,Moda Center,"Portland, OR",19393,19441,Lakers,Trail
760,2017-01-27 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Mavericks,Thunder
761,2017-01-27 20:00:00,Target Center,"Minneapolis, MN",14862,19356,Pacers,Timberwolves
762,2017-01-27 21:00:00,Pepsi Center,"Denver, CO",12231,19155,Suns,Nuggets
763,2017-01-27 22:30:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Lakers,Jazz
764,2017-01-28 20:00:00,Wells Fargo Center,"Philadelphia, PA",20588,20318,Rockets,76ers
765,2017-01-28 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Nets,Cavaliers
766,2017-01-28 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17522,18165,Kings,Pacers
767,2017-01-28 19:30:00,TD Garden,"Boston, MA",18624,18624,Magic,Celtics
768,2017-01-28 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Bucks,Raptors
769,2017-01-28 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Hornets,Knicks
770,2017-01-28 20:00:00,United Center,"Chicago, IL",22082,20917,Heat,Bulls
771,2017-01-28 20:00:00,Smoothie King Center,"New Orleans, LA",17757,17188,Spurs,Pelicans
772,2017-01-28 20:00:00,Philips Arena,"Atlanta, GA",16968,18729,Wizards,Hawks
773,2017-01-28 22:00:00,Moda Center,"Portland, OR",19558,19441,Grizzlies,Trail
774,2017-01-29 19:00:00,Spectrum Center,"Charlotte, NC",18597,19077,Kings,Hornets
775,2017-01-29 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Pistons,Heat
776,2017-01-29 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",18717,18717,Celtics,Bucks
777,2017-01-29 20:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Clippers,Warriors
778,2017-01-29 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Grizzlies,Jazz
779,2017-01-29 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",18055,18422,Nuggets,Suns
780,2017-01-29 21:00:00,Target Center,"Minneapolis, MN",14798,19356,Nets,Timberwolves
781,2017-01-30 15:00:00,Philips Arena,"Atlanta, GA",13643,18729,Knicks,Hawks
782,2017-01-30 15:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Thunder,Cavaliers
783,2017-01-30 18:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17923,18165,Rockets,Pacers
784,2017-01-30 18:00:00,Smoothie King Center,"New Orleans, LA",16779,17188,Wizards,Pelicans
785,2017-01-30 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Magic,Raptors
786,2017-01-30 19:00:00,United Center,"Chicago, IL",21606,20917,76ers,Bulls
787,2017-01-30 19:00:00,AT&T Center,"San Antonio, TX",18418,18581,Mavericks,Spurs
788,2017-01-30 21:00:00,Moda Center,"Portland, OR",19393,19441,Warriors,Trail
789,2017-01-31 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Nets,Heat
790,2017-01-31 20:00:00,Target Center,"Minneapolis, MN",11124,19356,Magic,Timberwolves
791,2017-01-31 20:00:00,TD Garden,"Boston, MA",18188,18624,Pistons,Celtics
792,2017-01-31 20:30:00,American Airlines Center,"Dallas, TX",20202,19200,Cavaliers,Mavericks
793,2017-01-31 22:30:00,Talking Stick Resort Arena,"Phoenix, AZ",16332,18422,Grizzlies,Suns
794,2017-02-01 19:00:00,Verizon Center,"Washington, DC",16683,20173,Knicks,Wizards
795,2017-02-01 19:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Pelicans,Raptors
796,2017-02-01 20:00:00,Toyota Center,"Houston, TX",15187,18104,Kings,Rockets
797,2017-02-01 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Thunder,Spurs
798,2017-02-01 22:00:00,Moda Center,"Portland, OR",19393,19441,Hornets,Trail
799,2017-02-01 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Nuggets,Lakers
800,2017-02-04 19:00:00,Amway Center,"Orlando, FL",17141,18500,Raptors,Magic
801,2017-02-04 19:30:00,The Palace of Auburn Hills,"Detroit, MI",16934,22076,Timberwolves,Pistons
802,2017-02-04 20:00:00,Toyota Center,"Houston, TX",18055,18104,Bulls,Rockets
803,2017-02-04 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Grizzlies,Thunder
804,2017-02-04 20:00:00,TD Garden,"Boston, MA",18624,18624,Lakers,Celtics
805,2017-02-04 21:00:00,Pepsi Center,"Denver, CO",18792,19155,Bucks,Nuggets
806,2017-02-04 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Suns,Kings
807,2017-02-04 22:30:00,Moda Center,"Portland, OR",19393,19441,Mavericks,Trail
808,2017-02-05 19:00:00,Verizon Center,"Washington, DC",19651,20173,Pelicans,Wizards
809,2017-02-05 19:00:00,Philips Arena,"Atlanta, GA",16691,18729,Magic,Hawks
810,2017-02-05 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17660,18165,Pistons,Pacers
811,2017-02-05 19:30:00,AmericanAirlines Arena,"Miami, FL",19754,19600,76ers,Heat
812,2017-02-05 20:30:00,Madison Square Garden,"New York, NY",19812,19763,Cavaliers,Knicks
813,2017-02-05 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Hornets,Jazz
814,2017-02-05 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17192,18422,Bucks,Suns
815,2017-02-05 21:00:00,AT&T Center,"San Antonio, TX",18418,18581,Nuggets,Spurs
816,2017-02-05 21:00:00,Target Center,"Minneapolis, MN",15081,19356,Grizzlies,Timberwolves
817,2017-02-05 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Warriors,Kings
818,2017-02-06 14:00:00,TD Garden,"Boston, MA",18624,18624,Clippers,Celtics
819,2017-02-06 15:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Blazers,Thunder
820,2017-02-07 19:00:00,Madison Square Garden,"New York, NY",19812,19763,Lakers,Knicks
821,2017-02-07 19:00:00,Verizon Center,"Washington, DC",20356,20173,Cavaliers,Wizards
822,2017-02-07 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16123,18165,Thunder,Pacers
823,2017-02-07 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Clippers,Raptors
824,2017-02-07 19:30:00,Philips Arena,"Atlanta, GA",13126,18729,Jazz,Hawks
825,2017-02-07 19:30:00,The Palace of Auburn Hills,"Detroit, MI",14731,22076,76ers,Pistons
826,2017-02-07 20:00:00,Smoothie King Center,"New Orleans, LA",15888,17188,Suns,Pelicans
827,2017-02-07 20:00:00,Target Center,"Minneapolis, MN",12502,19356,Heat,Timberwolves
828,2017-02-07 21:00:00,Pepsi Center,"Denver, CO",13047,19155,Mavericks,Nuggets
829,2017-02-07 21:30:00,FedExForum,"Memphis, TN",16708,18119,Spurs,Grizzlies
830,2017-02-07 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Bulls,Kings
831,2017-02-08 19:00:00,Spectrum Center,"Charlotte, NC",15322,19077,Nets,Hornets
832,2017-02-08 20:00:00,Toyota Center,"Houston, TX",15514,18104,Magic,Rockets
833,2017-02-08 20:30:00,American Airlines Center,"Dallas, TX",19326,19200,Blazers,Mavericks
834,2017-02-09 19:00:00,Wells Fargo Center,"Philadelphia, PA",19233,20318,Spurs,76ers
835,2017-02-09 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17580,18165,Cavaliers,Pacers
836,2017-02-09 19:30:00,Philips Arena,"Atlanta, GA",14222,18729,Nuggets,Hawks
837,2017-02-09 19:30:00,The Palace of Auburn Hills,"Detroit, MI",15121,22076,Lakers,Pistons
838,2017-02-09 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",14211,18717,Heat,Bucks
839,2017-02-09 20:00:00,FedExForum,"Memphis, TN",16044,18119,Suns,Grizzlies
