,Unnamed: 0,date,game_center,geo_location,attendance,capacity,home,guest,streak_home,streak_guest
0,0,2015-10-28 21:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Pelicans,1,-1
1,1,2015-10-29 18:00:00,Amway Center,"Orlando, FL",18846,18500,Magic,Wizards,-1,1
2,2,2015-10-29 18:30:00,TD Garden,"Boston, MA",18624,18624,Celtics,76ers,1,-1
3,3,2015-10-29 18:30:00,The Palace of Auburn Hills,"Detroit, MI",18434,22076,Pistons,Jazz,2,-1
4,4,2015-10-29 18:30:00,AmericanAirlines Arena,"Miami, FL",19724,19600,Heat,Hornets,1,-1
5,5,2015-10-29 18:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Pacers,1,-1
6,6,2015-10-29 19:00:00,Toyota Center,"Houston, TX",18240,18104,Rockets,Nuggets,-1,1
7,7,2015-10-29 19:00:00,FedExForum,"Memphis, TN",18119,18119,Grizzlies,Cavaliers,-1,1
8,8,2015-10-29 19:00:00,BMO Harris Bradley Center,"Milwaukee, WI",18717,18717,Bucks,Knicks,-1,1
9,9,2015-10-29 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Spurs,1,-1
10,10,2015-10-29 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",18055,18422,Suns,Mavericks,-1,1
11,11,2015-10-29 21:00:00,Moda Center,"Portland, OR",19393,19441,Trail,Pelicans,0,-2
12,12,2015-10-29 21:00:00,Sleep Train Arena,"Sacramento, CA",17458,17317,Kings,Clippers,-1,1
13,13,2015-10-29 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Timberwolves,-1,1
14,14,2015-10-30 18:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",18165,18165,Pacers,Grizzlies,-2,1
15,15,2015-10-30 19:00:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Hawks,-1,1
16,16,2015-10-30 21:30:00,STAPLES Center,"Los Angeles, CA",19218,19060,Clippers,Mavericks,2,-1
17,17,2015-10-31 18:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Heat,2,-1
18,18,2015-10-31 18:00:00,Amway Center,"Orlando, FL",18846,18500,Magic,Thunder,-2,2
19,19,2015-10-31 18:00:00,Wells Fargo Center,"Philadelphia, PA",17122,20318,76ers,Jazz,-2,1
20,20,2015-10-31 18:30:00,TD Garden,"Boston, MA",16898,18624,Celtics,Raptors,-1,2
21,21,2015-10-31 18:30:00,The Palace of Auburn Hills,"Detroit, MI",16035,22076,Pistons,Bulls,3,-1
22,22,2015-10-31 19:00:00,Philips Arena,"Atlanta, GA",17024,18729,Hawks,Hornets,2,-2
23,23,2015-10-31 19:00:00,BMO Harris Bradley Center,"Milwaukee, WI",13858,18717,Bucks,Wizards,-2,2
24,24,2015-10-31 19:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Nets,1,-2
25,25,2015-10-31 20:00:00,Pepsi Center,"Denver, CO",17660,19155,Nuggets,Timberwolves,-1,2
26,26,2015-10-31 20:30:00,Toyota Center,"Houston, TX",18142,18104,Rockets,Warriors,-2,2
27,27,2015-10-31 21:00:00,Sleep Train Arena,"Sacramento, CA",17391,17317,Kings,Lakers,1,-2
28,28,2015-10-31 21:30:00,Talking Stick Resort Arena,"Phoenix, AZ",18055,18422,Suns,Blazers,1,0
29,29,2015-11-01 18:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",14412,18165,Pacers,Jazz,-3,2
30,30,2015-11-01 18:00:00,Verizon Center,"Washington, DC",20356,20173,Wizards,Knicks,-1,1
31,31,2015-11-01 18:30:00,Smoothie King Center,"New Orleans, LA",18406,17188,Pelicans,Warriors,-3,3
32,32,2015-11-01 19:00:00,FedExForum,"Memphis, TN",16013,18119,Grizzlies,Nets,2,-3
33,33,2015-11-01 21:00:00,Moda Center,"Portland, OR",17906,19441,Trail,Suns,0,2
34,34,2015-11-01 21:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Clippers,Kings,3,-1
35,35,2015-11-02 14:00:00,Spectrum Center,"Charlotte, NC",18691,19077,Hornets,Hawks,-3,3
36,36,2015-11-02 15:30:00,TD Garden,"Boston, MA",17461,18624,Celtics,Spurs,-2,2
37,37,2015-11-02 18:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Heat,Rockets,1,-3
38,38,2015-11-02 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Bucks,3,-3
39,39,2015-11-02 19:00:00,United Center,"Chicago, IL",21585,20917,Bulls,Magic,1,-3
40,40,2015-11-02 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Nuggets,3,-2
41,41,2015-11-02 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Mavericks,-3,1
42,42,2015-11-03 19:00:00,Wells Fargo Center,"Philadelphia, PA",18094,20318,76ers,Cavaliers,-3,3
43,43,2015-11-03 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Spurs,-1,3
44,44,2015-11-03 20:00:00,Toyota Center,"Houston, TX",17224,18104,Rockets,Thunder,1,-1
45,45,2015-11-03 20:00:00,Target Center,"Minneapolis, MN",18903,19356,Timberwolves,Blazers,-1,0
46,46,2015-11-03 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Grizzlies,4,-1
47,47,2015-11-03 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Clippers,Suns,4,-1
48,48,2015-11-04 19:00:00,Spectrum Center,"Charlotte, NC",15136,19077,Hornets,Bulls,1,-1
49,49,2015-11-04 19:30:00,The Palace of Auburn Hills,"Detroit, MI",13325,22076,Pistons,Pacers,-1,1
50,50,2015-11-04 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Heat,Hawks,-1,4
51,51,2015-11-04 20:00:00,Smoothie King Center,"New Orleans, LA",16876,17188,Pelicans,Magic,-4,1
52,52,2015-11-04 20:30:00,American Airlines Center,"Dallas, TX",20034,19200,Mavericks,Raptors,-1,4
53,53,2015-11-04 22:00:00,Sleep Train Arena,"Sacramento, CA",17317,17317,Kings,Grizzlies,-2,1
54,54,2015-11-04 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Nuggets,-4,1
55,55,2015-11-05 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",14022,18165,Pacers,Celtics,2,-3
56,56,2015-11-05 19:00:00,Verizon Center,"Washington, DC",17721,20173,Wizards,Spurs,1,-1
57,57,2015-11-05 20:00:00,Philips Arena,"Atlanta, GA",14044,18729,Hawks,Nets,5,-5
58,58,2015-11-05 20:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Knicks,4,-2
59,59,2015-11-05 20:00:00,Toyota Center,"Houston, TX",16735,18104,Rockets,Magic,2,-1
60,60,2015-11-05 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",12437,18717,Bucks,76ers,2,-4
61,61,2015-11-05 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Raptors,-2,5
62,62,2015-11-05 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16497,18422,Suns,Kings,1,-3
63,63,2015-11-05 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Jazz,Blazers,-1,0
64,64,2015-11-05 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Clippers,5,-1
65,65,2015-11-06 20:00:00,United Center,"Chicago, IL",21861,20917,Bulls,Thunder,1,-3
66,66,2015-11-06 20:00:00,Target Center,"Minneapolis, MN",11794,19356,Timberwolves,Heat,-2,1
67,67,2015-11-06 20:30:00,American Airlines Center,"Dallas, TX",19635,19200,Mavericks,Hornets,-2,2
68,68,2015-11-06 21:00:00,Pepsi Center,"Denver, CO",9906,19155,Nuggets,Jazz,-1,1
69,69,2015-11-06 22:30:00,Moda Center,"Portland, OR",19393,19441,Trail,Grizzlies,0,-1
70,70,2015-11-07 19:00:00,Amway Center,"Orlando, FL",16578,18500,Magic,Raptors,1,-1
71,71,2015-11-07 19:30:00,TD Garden,"Boston, MA",18624,18624,Celtics,Wizards,1,-1
72,72,2015-11-07 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,76ers,5,-5
73,73,2015-11-07 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Bucks,-3,3
74,74,2015-11-07 20:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16914,18165,Pacers,Heat,3,-1
75,75,2015-11-07 20:00:00,Smoothie King Center,"New Orleans, LA",16983,17188,Pelicans,Hawks,-5,6
76,76,2015-11-07 21:30:00,Talking Stick Resort Arena,"Phoenix, AZ",16676,18422,Suns,Pistons,-1,1
77,77,2015-11-07 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Nuggets,6,-2
78,78,2015-11-07 22:30:00,Sleep Train Arena,"Sacramento, CA",16983,17317,Kings,Rockets,-4,3
79,79,2015-11-08 18:00:00,United Center,"Chicago, IL",21988,20917,Bulls,Timberwolves,-1,1
80,80,2015-11-08 19:30:00,Philips Arena,"Atlanta, GA",18047,18729,Hawks,Wizards,7,-2
81,81,2015-11-08 19:00:00,Wells Fargo Center,"Philadelphia, PA",15207,20318,76ers,Magic,-6,2
82,82,2015-11-08 20:30:00,American Airlines Center,"Dallas, TX",20454,19200,Mavericks,Pelicans,1,-6
83,83,2015-11-08 20:30:00,BMO Harris Bradley Center,"Milwaukee, WI",15228,18717,Bucks,Nets,4,-7
84,84,2015-11-08 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Hornets,1,-1
85,85,2015-11-08 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19456,19911,Jazz,Grizzlies,2,-2
86,86,2015-11-08 22:00:00,Sleep Train Arena,"Sacramento, CA",17317,17317,Kings,Warriors,-5,7
87,87,2015-11-08 22:30:00,STAPLES Center,"Los Angeles, CA",19361,19060,Clippers,Rockets,-2,4
88,88,2015-11-09 15:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Pacers,6,-1
89,89,2015-11-09 15:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Lakers,1,-1
90,90,2015-11-09 18:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Heat,Raptors,1,-2
91,91,2015-11-09 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Suns,1,-2
92,92,2015-11-09 21:00:00,Moda Center,"Portland, OR",19393,19441,Trail,Pistons,0,2
93,93,2015-11-10 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",13104,18165,Pacers,Magic,1,-1
94,94,2015-11-10 19:00:00,Wells Fargo Center,"Philadelphia, PA",13879,20318,76ers,Bulls,-7,1
95,95,2015-11-10 20:00:00,Philips Arena,"Atlanta, GA",12016,18729,Hawks,Timberwolves,-1,2
96,96,2015-11-10 21:00:00,Pepsi Center,"Denver, CO",9153,19155,Nuggets,Blazers,1,0
97,97,2015-11-10 22:00:00,Sleep Train Arena,"Sacramento, CA",17317,17317,Kings,Spurs,-6,2
98,98,2015-11-10 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Pistons,8,-1
99,99,2015-11-10 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Clippers,Grizzlies,1,-3
100,100,2015-11-11 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Jazz,7,-1
101,101,2015-11-11 19:00:00,Verizon Center,"Washington, DC",20356,20173,Wizards,Thunder,-3,2
102,102,2015-11-11 19:30:00,AmericanAirlines Arena,"Miami, FL",19825,19600,Heat,Lakers,2,-2
103,103,2015-11-11 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Knicks,-3,2
104,104,2015-11-11 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",11822,18717,Bucks,Celtics,-1,2
105,105,2015-11-11 20:00:00,Target Center,"Minneapolis, MN",14722,19356,Timberwolves,Hornets,-1,1
106,106,2015-11-11 20:00:00,Smoothie King Center,"New Orleans, LA",17128,17188,Pelicans,Mavericks,1,-1
107,107,2015-11-12 19:00:00,Spectrum Center,"Charlotte, NC",16643,19077,Hornets,Knicks,2,-1
108,108,2015-11-12 19:00:00,Amway Center,"Orlando, FL",18846,18500,Magic,Lakers,1,-3
109,109,2015-11-12 19:00:00,Wells Fargo Center,"Philadelphia, PA",12744,20318,76ers,Raptors,-8,1
110,110,2015-11-12 19:30:00,TD Garden,"Boston, MA",17879,18624,Celtics,Pacers,-1,2
111,111,2015-11-12 20:00:00,Philips Arena,"Atlanta, GA",15597,18729,Hawks,Pelicans,1,-1
112,112,2015-11-12 20:00:00,American Airlines Center,"Dallas, TX",19805,19200,Mavericks,Clippers,1,-1
113,113,2015-11-12 20:00:00,Toyota Center,"Houston, TX",18155,18104,Rockets,Nets,-1,1
114,114,2015-11-12 20:00:00,FedExForum,"Memphis, TN",18119,18119,Grizzlies,Warriors,-4,9
115,115,2015-11-12 21:00:00,Pepsi Center,"Denver, CO",9403,19155,Nuggets,Bucks,2,-2
116,116,2015-11-12 22:00:00,Sleep Train Arena,"Sacramento, CA",17317,17317,Kings,Pistons,1,-2
117,117,2015-11-12 22:30:00,Moda Center,"Portland, OR",19393,19441,Trail,Spurs,0,3
118,118,2015-11-13 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Heat,Jazz,3,-2
119,119,2015-11-13 20:00:00,Target Center,"Minneapolis, MN",16130,19356,Timberwolves,Warriors,-2,10
120,120,2015-11-13 22:30:00,Talking Stick Resort Arena,"Phoenix, AZ",17204,18422,Suns,Clippers,1,-2
121,121,2015-11-14 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16797,18165,Pacers,Timberwolves,3,-3
122,122,2015-11-14 19:00:00,Amway Center,"Orlando, FL",16709,18500,Magic,Jazz,2,-3
123,123,2015-11-14 19:30:00,TD Garden,"Boston, MA",17138,18624,Celtics,Hawks,1,-1
124,124,2015-11-14 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Cavaliers,-2,8
125,125,2015-11-14 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Pelicans,2,-2
126,126,2015-11-14 20:00:00,United Center,"Chicago, IL",21749,20917,Bulls,Hornets,2,-1
127,127,2015-11-14 20:00:00,FedExForum,"Memphis, TN",16919,18119,Grizzlies,Blazers,1,0
128,128,2015-11-14 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,76ers,3,-9
129,129,2015-11-14 20:30:00,American Airlines Center,"Dallas, TX",20260,19200,Mavericks,Lakers,2,-4
130,130,2015-11-14 21:00:00,Pepsi Center,"Denver, CO",16113,19155,Nuggets,Rockets,3,-2
131,131,2015-11-14 22:00:00,Sleep Train Arena,"Sacramento, CA",17131,17317,Kings,Nets,2,-1
132,132,2015-11-15 15:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Clippers,Pistons,1,-3
133,133,2015-11-15 19:00:00,Verizon Center,"Washington, DC",18311,20173,Wizards,Magic,1,-1
134,134,2015-11-15 20:00:00,Toyota Center,"Houston, TX",18231,18104,Rockets,Mavericks,-3,3
135,135,2015-11-15 20:30:00,BMO Harris Bradley Center,"Milwaukee, WI",18717,18717,Bucks,Cavaliers,1,-1
136,136,2015-11-15 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,76ers,4,-10
137,137,2015-11-15 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16722,18422,Suns,Nuggets,2,-1
138,138,2015-11-15 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Nets,11,-2
139,139,2015-11-16 12:00:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Pelicans,1,-3
140,140,2015-11-16 15:30:00,Target Center,"Minneapolis, MN",12086,19356,Timberwolves,Grizzlies,-4,2
141,141,2015-11-16 17:00:00,Spectrum Center,"Charlotte, NC",15317,19077,Hornets,Blazers,1,0
142,142,2015-11-16 18:00:00,Philips Arena,"Atlanta, GA",14436,18729,Hawks,Jazz,-2,1
143,143,2015-11-16 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Celtics,-1,2
144,144,2015-11-16 21:00:00,Sleep Train Arena,"Sacramento, CA",17006,17317,Kings,Raptors,3,-1
145,145,2015-11-16 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Pistons,1,-4
146,146,2015-11-17 19:00:00,Wells Fargo Center,"Philadelphia, PA",11555,20318,76ers,Mavericks,-11,4
147,147,2015-11-17 20:00:00,United Center,"Chicago, IL",21660,20917,Bulls,Pacers,3,-1
148,148,2015-11-17 20:00:00,Toyota Center,"Houston, TX",17005,18104,Rockets,Celtics,-4,3
149,149,2015-11-17 20:00:00,FedExForum,"Memphis, TN",17270,18119,Grizzlies,Thunder,3,-2
150,150,2015-11-17 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Blazers,5,0
151,151,2015-11-17 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",18055,18422,Suns,Lakers,3,-1
152,152,2015-11-18 19:00:00,Verizon Center,"Washington, DC",15485,20173,Wizards,Bucks,2,-1
153,153,2015-11-18 19:30:00,The Palace of Auburn Hills,"Detroit, MI",18442,22076,Pistons,Cavaliers,1,-2
154,154,2015-11-18 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Heat,Timberwolves,-1,1
155,155,2015-11-18 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Hornets,2,-1
156,156,2015-11-18 20:00:00,Smoothie King Center,"New Orleans, LA",17269,17188,Pelicans,Nuggets,-4,1
157,157,2015-11-18 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Raptors,12,-2
158,158,2015-11-19 19:00:00,Spectrum Center,"Charlotte, NC",14040,19077,Hornets,Nets,1,-1
159,159,2015-11-19 19:00:00,Amway Center,"Orlando, FL",16048,18500,Magic,Timberwolves,1,-1
160,160,2015-11-19 19:00:00,Wells Fargo Center,"Philadelphia, PA",11080,20318,76ers,Pacers,-12,1
161,161,2015-11-19 19:30:00,TD Garden,"Boston, MA",17262,18624,Celtics,Mavericks,-1,5
162,162,2015-11-19 20:00:00,Philips Arena,"Atlanta, GA",13008,18729,Hawks,Kings,1,-1
163,163,2015-11-19 20:00:00,Toyota Center,"Houston, TX",17107,18104,Rockets,Blazers,1,0
164,164,2015-11-19 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Pelicans,1,-5
165,165,2015-11-19 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Nuggets,6,-1
166,166,2015-11-19 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",18741,19911,Jazz,Raptors,2,-3
167,167,2015-11-19 22:30:00,Talking Stick Resort Arena,"Phoenix, AZ",17377,18422,Suns,Bulls,-1,4
168,168,2015-11-20 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Heat,Kings,1,-2
169,169,2015-11-20 20:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Bucks,1,-2
170,170,2015-11-20 22:30:00,STAPLES Center,"Los Angeles, CA",19528,19060,Clippers,Warriors,-1,13
171,171,2015-11-21 19:00:00,Spectrum Center,"Charlotte, NC",17926,19077,Hornets,76ers,2,-13
172,172,2015-11-21 19:30:00,TD Garden,"Boston, MA",18361,18624,Celtics,Nets,1,-2
173,173,2015-11-21 20:00:00,FedExForum,"Memphis, TN",17555,18119,Grizzlies,Rockets,4,-1
174,174,2015-11-21 20:00:00,Target Center,"Minneapolis, MN",13445,19356,Timberwolves,Pistons,-2,2
175,175,2015-11-21 20:00:00,Smoothie King Center,"New Orleans, LA",16698,17188,Pelicans,Spurs,1,-1
176,176,2015-11-21 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Knicks,-1,3
177,177,2015-11-21 20:30:00,American Airlines Center,"Dallas, TX",20028,19200,Mavericks,Jazz,6,-1
178,178,2015-11-21 21:00:00,Pepsi Center,"Denver, CO",12264,19155,Nuggets,Suns,-2,1
179,179,2015-11-21 22:00:00,Moda Center,"Portland, OR",19393,19441,Trail,Clippers,0,-2
180,180,2015-11-21 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Bulls,14,-1
181,181,2015-11-21 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Raptors,-2,1
182,182,2015-11-22 17:00:00,Amway Center,"Orlando, FL",16104,18500,Magic,Kings,-1,1
183,183,2015-11-22 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17137,18165,Pacers,Bucks,2,-3
184,184,2015-11-22 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Hawks,2,-1
185,185,2015-11-22 19:30:00,The Palace of Auburn Hills,"Detroit, MI",15890,22076,Pistons,Wizards,-1,3
186,186,2015-11-22 20:00:00,AmericanAirlines Arena,"Miami, FL",19673,19600,Heat,76ers,2,-14
187,187,2015-11-22 20:00:00,Toyota Center,"Houston, TX",18226,18104,Rockets,Knicks,-2,4
188,188,2015-11-22 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Grizzlies,1,-1
189,189,2015-11-23 15:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Clippers,Raptors,-3,2
190,190,2015-11-23 18:00:00,Smoothie King Center,"New Orleans, LA",16680,17188,Pelicans,Suns,2,-1
191,191,2015-11-23 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Mavericks,1,-1
192,192,2015-11-23 20:00:00,Pepsi Center,"Denver, CO",17689,19155,Nuggets,Warriors,-3,15
193,193,2015-11-23 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Blazers,-3,0
194,194,2015-11-24 19:00:00,Spectrum Center,"Charlotte, NC",14163,19077,Hornets,Kings,3,-1
195,195,2015-11-24 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Magic,3,-2
196,196,2015-11-24 19:30:00,AmericanAirlines Arena,"Miami, FL",19777,19600,Heat,Knicks,3,-1
197,197,2015-11-24 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",12319,18717,Bucks,Pistons,1,-2
198,198,2015-11-24 20:00:00,Target Center,"Minneapolis, MN",11382,19356,Timberwolves,76ers,1,-15
199,199,2015-11-24 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Suns,2,-2
200,200,2015-11-24 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Jazz,Thunder,-2,2
201,201,2015-11-25 19:00:00,Verizon Center,"Washington, DC",15486,20173,Wizards,Pacers,-1,3
202,202,2015-11-25 20:00:00,Philips Arena,"Atlanta, GA",18968,18729,Hawks,Celtics,1,-2
203,203,2015-11-25 20:00:00,FedExForum,"Memphis, TN",17381,18119,Grizzlies,Mavericks,1,-2
204,204,2015-11-25 21:00:00,Pepsi Center,"Denver, CO",13257,19155,Nuggets,Clippers,-4,1
205,205,2015-11-25 22:00:00,Moda Center,"Portland, OR",19393,19441,Trail,Bulls,0,1
206,206,2015-11-25 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Lakers,16,-4
207,207,2015-11-26 19:00:00,Spectrum Center,"Charlotte, NC",17064,19077,Hornets,Wizards,4,-2
208,208,2015-11-26 19:00:00,Amway Center,"Orlando, FL",18846,18500,Magic,Knicks,1,-2
209,209,2015-11-26 19:30:00,TD Garden,"Boston, MA",17588,18624,Celtics,76ers,1,-16
210,210,2015-11-26 19:30:00,The Palace of Auburn Hills,"Detroit, MI",15119,22076,Pistons,Heat,1,-1
211,211,2015-11-26 19:30:00,Air Canada Centre,"Toronto, ON",20140,19800,Raptors,Cavaliers,3,-1
212,212,2015-11-26 20:00:00,Toyota Center,"Houston, TX",18143,18104,Rockets,Grizzlies,-3,2
213,213,2015-11-26 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",14120,18717,Bucks,Kings,-1,1
214,214,2015-11-26 20:00:00,Target Center,"Minneapolis, MN",14289,19356,Timberwolves,Hawks,2,-1
215,215,2015-11-26 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Nets,3,-1
216,216,2015-11-26 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Mavericks,3,-3
217,217,2015-11-26 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16338,18422,Suns,Pelicans,-3,3
218,218,2015-11-26 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Clippers,Jazz,-1,1
219,219,2015-11-28 19:00:00,Spectrum Center,"Charlotte, NC",19093,19077,Hornets,Cavaliers,-1,1
220,220,2015-11-28 19:00:00,Amway Center,"Orlando, FL",16317,18500,Magic,Bucks,2,-2
221,221,2015-11-28 19:30:00,TD Garden,"Boston, MA",18624,18624,Celtics,Wizards,2,-3
222,222,2015-11-28 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Heat,-3,1
223,223,2015-11-28 20:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",18165,18165,Pacers,Bulls,4,-1
224,224,2015-11-28 20:00:00,Toyota Center,"Houston, TX",17306,18104,Rockets,76ers,1,-17
225,225,2015-11-28 20:00:00,FedExForum,"Memphis, TN",17684,18119,Grizzlies,Hawks,-1,1
226,226,2015-11-28 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Pistons,4,-1
227,227,2015-11-28 21:00:00,Pepsi Center,"Denver, CO",17121,19155,Nuggets,Spurs,-5,4
228,228,2015-11-28 21:30:00,Talking Stick Resort Arena,"Phoenix, AZ",18055,18422,Suns,Warriors,-4,17
229,229,2015-11-28 22:00:00,Sleep Train Arena,"Sacramento, CA",17317,17317,Kings,Timberwolves,-1,3
230,230,2015-11-28 22:30:00,STAPLES Center,"Los Angeles, CA",19162,19060,Clippers,Pelicans,1,-1
231,231,2015-11-29 19:00:00,Verizon Center,"Washington, DC",16841,20173,Wizards,Raptors,-4,4
232,232,2015-11-29 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Nets,2,-2
233,233,2015-11-29 20:30:00,American Airlines Center,"Dallas, TX",20339,19200,Mavericks,Nuggets,1,-6
234,234,2015-11-29 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Hawks,5,-1
235,235,2015-11-29 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Jazz,Pelicans,2,-2
236,236,2015-11-29 22:00:00,Moda Center,"Portland, OR",20019,19441,Trail,Lakers,0,-5
237,237,2015-11-29 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Kings,18,-2
238,238,2015-11-30 14:00:00,Spectrum Center,"Charlotte, NC",14224,19077,Hornets,Bucks,1,-3
239,239,2015-11-30 15:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Clippers,Timberwolves,2,-1
240,240,2015-11-30 18:00:00,Amway Center,"Orlando, FL",16209,18500,Magic,Celtics,3,-1
241,241,2015-11-30 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Suns,-1,1
242,242,2015-11-30 18:00:00,FedExForum,"Memphis, TN",15322,18119,Grizzlies,76ers,1,-18
243,243,2015-11-30 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Rockets,-4,2
244,244,2015-11-30 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Pacers,-6,5
245,245,2015-12-01 19:30:00,The Palace of Auburn Hills,"Detroit, MI",14818,22076,Pistons,Rockets,1,-1
