,date,game_center,geo_location,attendance,capacity,home,guest,mon,day,time,dow,night
463,2016-12-12 19:00:00,Target Center,"Minneapolis, MN",18452,19356,Warriors,Timberwolves,12,12,19,0,1
464,2016-12-12 20:30:00,Talking Stick Resort Arena,"Phoenix, AZ",16949,18422,Pelicans,Suns,12,12,20,0,1
465,2016-12-12 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Knicks,Lakers,12,12,21,0,1
466,2016-12-13 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",14138,18165,Hornets,Pacers,12,13,19,1,1
467,2016-12-13 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Bucks,Raptors,12,13,19,1,1
468,2016-12-13 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Wizards,Heat,12,13,19,1,1
469,2016-12-13 20:00:00,Toyota Center,"Houston, TX",13619,18104,Nets,Rockets,12,13,20,1,1
470,2016-12-13 20:30:00,American Airlines Center,"Dallas, TX",19425,19200,Nuggets,Mavericks,12,13,20,1,1
471,2016-12-13 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Blazers,Clippers,12,13,22,1,1
472,2016-12-13 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Lakers,Kings,12,13,22,1,1
473,2016-12-14 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Grizzlies,Cavaliers,12,14,19,2,1
474,2016-12-14 19:30:00,Philips Arena,"Atlanta, GA",13585,18729,Magic,Hawks,12,14,19,2,1
475,2016-12-14 20:00:00,United Center,"Chicago, IL",21146,20917,Timberwolves,Bulls,12,14,20,2,1
476,2016-12-14 20:00:00,Smoothie King Center,"New Orleans, LA",17789,17188,Warriors,Pelicans,12,14,20,2,1
477,2016-12-14 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16429,18422,Knicks,Suns,12,14,21,2,1
478,2016-12-14 22:30:00,Moda Center,"Portland, OR",19505,19441,Thunder,Trail,12,14,22,2,1
479,2016-12-15 19:00:00,Wells Fargo Center,"Philadelphia, PA",16192,20318,Raptors,76ers,12,15,19,3,1
480,2016-12-15 19:00:00,Verizon Center,"Washington, DC",13447,20173,Hornets,Wizards,12,15,19,3,1
481,2016-12-15 19:00:00,Amway Center,"Orlando, FL",18846,18500,Clippers,Magic,12,15,19,3,1
482,2016-12-15 19:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Pacers,Heat,12,15,19,3,1
483,2016-12-15 20:00:00,FedExForum,"Memphis, TN",17449,18119,Cavaliers,Grizzlies,12,15,20,3,1
484,2016-12-15 20:00:00,Toyota Center,"Houston, TX",15039,18104,Kings,Rockets,12,15,20,3,1
485,2016-12-15 20:30:00,American Airlines Center,"Dallas, TX",19687,19200,Pistons,Mavericks,12,15,20,3,1
486,2016-12-15 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Thunder,Jazz,12,15,21,3,1
487,2016-12-15 21:30:00,AT&T Center,"San Antonio, TX",18418,18581,Celtics,Spurs,12,15,21,3,1
488,2016-12-16 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16704,18717,Bulls,Bucks,12,16,20,4,1
489,2016-12-16 20:00:00,Smoothie King Center,"New Orleans, LA",15472,17188,Pacers,Pelicans,12,16,20,4,1
490,2016-12-16 21:00:00,Pepsi Center,"Denver, CO",10022,19155,Blazers,Nuggets,12,16,21,4,1
491,2016-12-16 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17165,18422,Spurs,Suns,12,16,21,4,1
492,2016-12-16 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Knicks,Warriors,12,16,22,4,1
493,2016-12-17 19:00:00,Verizon Center,"Washington, DC",15573,20173,Pistons,Wizards,12,17,19,5,1
494,2016-12-17 19:00:00,Amway Center,"Orlando, FL",17668,18500,Nets,Magic,12,17,19,5,1
495,2016-12-17 19:30:00,TD Garden,"Boston, MA",18624,18624,Hornets,Celtics,12,17,19,5,1
496,2016-12-17 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Hawks,Raptors,12,17,19,5,1
497,2016-12-17 20:00:00,United Center,"Chicago, IL",21324,20917,Bucks,Bulls,12,17,20,5,1
498,2016-12-17 20:00:00,FedExForum,"Memphis, TN",15987,18119,Kings,Grizzlies,12,17,20,5,1
499,2016-12-17 20:00:00,Toyota Center,"Houston, TX",16728,18104,Pelicans,Rockets,12,17,20,5,1
500,2016-12-17 20:00:00,Wells Fargo Center,"Philadelphia, PA",20491,20318,Lakers,76ers,12,17,20,5,1
501,2016-12-17 20:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Clippers,Heat,12,17,20,5,1
502,2016-12-17 22:30:00,Vivint Smart Home Arena,"Salt Lake City, UT",18721,19911,Mavericks,Jazz,12,17,22,5,1
503,2016-12-18 17:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Suns,Thunder,12,18,17,6,0
504,2016-12-18 19:00:00,The Palace of Auburn Hills,"Detroit, MI",15231,22076,Pacers,Pistons,12,18,19,6,1
505,2016-12-18 19:30:00,Philips Arena,"Atlanta, GA",17918,18729,Hornets,Hawks,12,18,19,6,1
506,2016-12-18 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Lakers,Cavaliers,12,18,19,6,1
507,2016-12-18 20:00:00,Target Center,"Minneapolis, MN",14689,19356,Rockets,Timberwolves,12,18,20,6,1
508,2016-12-18 21:00:00,Pepsi Center,"Denver, CO",12042,19155,Knicks,Nuggets,12,18,21,6,1
509,2016-12-18 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Blazers,Warriors,12,18,22,6,1
510,2016-12-19 15:30:00,Verizon Center,"Washington, DC",17380,20173,Clippers,Wizards,12,19,15,0,0
511,2016-12-19 18:00:00,FedExForum,"Memphis, TN",15862,18119,Jazz,Grizzlies,12,19,18,0,0
512,2016-12-19 18:00:00,Wells Fargo Center,"Philadelphia, PA",16460,20318,Nets,76ers,12,19,18,0,0
513,2016-12-19 18:00:00,Amway Center,"Orlando, FL",17251,18500,Raptors,Magic,12,19,18,0,0
514,2016-12-19 18:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Celtics,Heat,12,19,18,0,0
515,2016-12-19 16:00:00,American Airlines Center,"Dallas, TX",19504,19200,Kings,Mavericks,12,19,16,0,0
516,2016-12-19 19:00:00,AT&T Center,"San Antonio, TX",18615,18581,Pelicans,Spurs,12,19,19,0,1
517,2016-12-20 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17686,18165,Wizards,Pacers,12,20,19,1,1
518,2016-12-20 20:00:00,United Center,"Chicago, IL",21400,20917,Pistons,Bulls,12,20,20,1,1
519,2016-12-20 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Hawks,Thunder,12,20,20,1,1
520,2016-12-20 20:00:00,Target Center,"Minneapolis, MN",12008,19356,Suns,Timberwolves,12,20,20,1,1
521,2016-12-20 21:00:00,Pepsi Center,"Denver, CO",12581,19155,Mavericks,Nuggets,12,20,21,1,1
522,2016-12-21 19:00:00,Wells Fargo Center,"Philadelphia, PA",16322,20318,Pelicans,76ers,12,21,19,2,1
523,2016-12-21 19:00:00,Spectrum Center,"Charlotte, NC",19093,19077,Lakers,Hornets,12,21,19,2,1
524,2016-12-21 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Nets,Raptors,12,21,19,2,1
525,2016-12-21 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Pacers,Knicks,12,21,19,2,1
526,2016-12-21 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Magic,Heat,12,21,19,2,1
527,2016-12-21 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",17053,18717,Cavaliers,Bucks,12,21,20,2,1
528,2016-12-21 20:00:00,FedExForum,"Memphis, TN",16519,18119,Celtics,Grizzlies,12,21,20,2,1
529,2016-12-21 20:00:00,Toyota Center,"Houston, TX",18055,18104,Spurs,Rockets,12,21,20,2,1
530,2016-12-21 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Nuggets,Clippers,12,21,22,2,1
531,2016-12-21 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Jazz,Warriors,12,21,22,2,1
532,2016-12-21 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Blazers,Kings,12,21,22,2,1
533,2016-12-22 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Bucks,Cavaliers,12,22,19,3,1
534,2016-12-22 19:30:00,Philips Arena,"Atlanta, GA",17578,18729,Timberwolves,Hawks,12,22,19,3,1
535,2016-12-22 19:30:00,The Palace of Auburn Hills,"Detroit, MI",16033,22076,Grizzlies,Pistons,12,22,19,3,1
536,2016-12-22 20:00:00,United Center,"Chicago, IL",21358,20917,Wizards,Bulls,12,22,20,3,1
537,2016-12-22 20:00:00,Smoothie King Center,"New Orleans, LA",16375,17188,Thunder,Pelicans,12,22,20,3,1
538,2016-12-22 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19195,19911,Kings,Jazz,12,22,21,3,1
539,2016-12-22 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",18055,18422,Rockets,Suns,12,22,21,3,1
540,2016-12-22 22:00:00,Moda Center,"Portland, OR",19393,19441,Mavericks,Trail,12,22,22,3,1
541,2016-12-23 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Magic,Knicks,12,23,19,4,1
542,2016-12-23 20:00:00,AmericanAirlines Arena,"Miami, FL",19712,19600,Lakers,Heat,12,23,20,4,1
543,2016-12-23 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17577,18165,Celtics,Pacers,12,23,19,4,1
544,2016-12-23 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Spurs,Clippers,12,23,22,4,1
545,2016-12-24 19:00:00,Spectrum Center,"Charlotte, NC",19249,19077,Bulls,Hornets,12,24,19,5,1
546,2016-12-24 19:00:00,Amway Center,"Orlando, FL",18846,18500,Lakers,Magic,12,24,19,5,1
547,2016-12-24 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Nets,Cavaliers,12,24,19,5,1
548,2016-12-24 19:30:00,TD Garden,"Boston, MA",18624,18624,Thunder,Celtics,12,24,19,5,1
549,2016-12-24 19:30:00,The Palace of Auburn Hills,"Detroit, MI",21012,22076,Warriors,Pistons,12,24,19,5,1
550,2016-12-24 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",15921,18717,Wizards,Bucks,12,24,20,5,1
551,2016-12-24 20:00:00,FedExForum,"Memphis, TN",17454,18119,Rockets,Grizzlies,12,24,20,5,1
552,2016-12-24 20:00:00,Smoothie King Center,"New Orleans, LA",16322,17188,Heat,Pelicans,12,24,20,5,1
553,2016-12-24 20:00:00,Target Center,"Minneapolis, MN",13288,19356,Kings,Timberwolves,12,24,20,5,1
554,2016-12-24 21:00:00,Pepsi Center,"Denver, CO",13823,19155,Hawks,Nuggets,12,24,21,5,1
555,2016-12-24 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Raptors,Jazz,12,24,21,5,1
556,2016-12-24 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16535,18422,76ers,Suns,12,24,21,5,1
557,2016-12-24 22:00:00,Moda Center,"Portland, OR",19393,19441,Spurs,Trail,12,24,22,5,1
558,2016-12-24 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Mavericks,Clippers,12,24,22,5,1
559,2016-12-26 12:00:00,Madison Square Garden,"New York, NY",19812,19763,Celtics,Knicks,12,26,12,0,0
560,2016-12-26 14:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Warriors,Cavaliers,12,26,14,0,0
561,2016-12-26 17:18:00,AT&T Center,"San Antonio, TX",18428,18581,Bulls,Spurs,12,26,17,0,0
562,2016-12-26 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Timberwolves,Thunder,12,26,20,0,1
563,2016-12-26 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Clippers,Lakers,12,26,22,0,1
564,2016-12-27 19:00:00,Verizon Center,"Washington, DC",15773,20173,Bucks,Wizards,12,27,19,1,1
565,2016-12-27 19:00:00,Amway Center,"Orlando, FL",17104,18500,Grizzlies,Magic,12,27,19,1,1
566,2016-12-27 19:30:00,The Palace of Auburn Hills,"Detroit, MI",18123,22076,Cavaliers,Pistons,12,27,19,1,1
567,2016-12-27 20:00:00,United Center,"Chicago, IL",21922,20917,Pacers,Bulls,12,27,20,1,1
568,2016-12-27 20:00:00,Smoothie King Center,"New Orleans, LA",15764,17188,Mavericks,Pelicans,12,27,20,1,1
569,2016-12-27 20:00:00,Toyota Center,"Houston, TX",18055,18104,Suns,Rockets,12,27,20,1,1
570,2016-12-27 20:00:00,Target Center,"Minneapolis, MN",15617,19356,Hawks,Timberwolves,12,27,20,1,1
571,2016-12-27 22:00:00,Moda Center,"Portland, OR",19393,19441,Raptors,Trail,12,27,22,1,1
572,2016-12-27 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Nuggets,Clippers,12,27,22,1,1
573,2016-12-27 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,76ers,Kings,12,27,22,1,1
574,2016-12-28 19:30:00,TD Garden,"Boston, MA",18624,18624,Grizzlies,Celtics,12,28,19,2,1
575,2016-12-28 19:30:00,AmericanAirlines Arena,"Miami, FL",19977,19600,Thunder,Heat,12,28,19,2,1
576,2016-12-28 20:30:00,American Airlines Center,"Dallas, TX",20425,19200,Rockets,Mavericks,12,28,20,2,1
577,2016-12-28 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Jazz,Lakers,12,28,22,2,1
578,2016-12-29 19:00:00,Verizon Center,"Washington, DC",16172,20173,Pacers,Wizards,12,29,19,3,1
579,2016-12-29 19:00:00,Amway Center,"Orlando, FL",18273,18500,Hornets,Magic,12,29,19,3,1
580,2016-12-29 19:30:00,Philips Arena,"Atlanta, GA",19066,18729,Knicks,Hawks,12,29,19,3,1
581,2016-12-29 19:30:00,The Palace of Auburn Hills,"Detroit, MI",17222,22076,Bucks,Pistons,12,29,19,3,1
582,2016-12-29 20:00:00,United Center,"Chicago, IL",21957,20917,Nets,Bulls,12,29,20,3,1
583,2016-12-29 20:00:00,Smoothie King Center,"New Orleans, LA",16647,17188,Clippers,Pelicans,12,29,20,3,1
584,2016-12-29 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Suns,Spurs,12,29,20,3,1
585,2016-12-29 21:00:00,Pepsi Center,"Denver, CO",15093,19155,Timberwolves,Nuggets,12,29,21,3,1
586,2016-12-29 22:00:00,Moda Center,"Portland, OR",19665,19441,Kings,Trail,12,29,22,3,1
587,2016-12-29 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Raptors,Warriors,12,29,22,3,1
588,2016-12-30 19:00:00,Spectrum Center,"Charlotte, NC",19471,19077,Heat,Hornets,12,30,19,4,1
589,2016-12-30 20:00:00,FedExForum,"Memphis, TN",18119,18119,Thunder,Grizzlies,12,30,20,4,1
590,2016-12-30 20:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Celtics,Cavaliers,12,30,20,4,1
591,2016-12-30 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,76ers,Jazz,12,30,21,4,1
592,2016-12-30 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",18055,18422,Raptors,Suns,12,30,21,4,1
593,2016-12-30 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Mavericks,Lakers,12,30,22,4,1
594,2016-12-31 16:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17923,18165,Bulls,Pacers,12,31,16,5,0
595,2016-12-31 19:00:00,Verizon Center,"Washington, DC",16461,20173,Nets,Wizards,12,31,19,5,1
596,2016-12-31 19:30:00,TD Garden,"Boston, MA",18624,18624,Heat,Celtics,12,31,19,5,1
597,2016-12-31 20:00:00,Smoothie King Center,"New Orleans, LA",18124,17188,Knicks,Pelicans,12,31,20,5,1
598,2016-12-31 20:00:00,Toyota Center,"Houston, TX",18055,18104,Clippers,Rockets,12,31,20,5,1
599,2016-12-31 20:00:00,Target Center,"Minneapolis, MN",17779,19356,Bucks,Timberwolves,12,31,20,5,1
600,2016-12-31 20:00:00,Philips Arena,"Atlanta, GA",19009,18729,Pistons,Hawks,12,31,20,5,1
601,2016-12-31 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Blazers,Spurs,12,31,20,5,1
602,2016-12-31 21:00:00,Pepsi Center,"Denver, CO",13619,19155,76ers,Nuggets,12,31,21,5,1
603,2016-12-31 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Mavericks,Warriors,12,31,22,5,1
604,2017-01-01 17:00:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Grizzlies,Kings,1,1,17,6,0
605,2017-01-01 19:00:00,United Center,"Chicago, IL",21838,20917,Bucks,Bulls,1,1,19,6,1
606,2017-01-01 20:00:00,Toyota Center,"Houston, TX",18055,18104,Knicks,Rockets,1,1,20,6,1
607,2017-01-01 19:00:00,Spectrum Center,"Charlotte, NC",19519,19077,Cavaliers,Hornets,1,1,19,6,1
608,2017-01-01 20:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Suns,Jazz,1,1,20,6,1
609,2017-01-01 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Clippers,Thunder,1,1,20,6,1
610,2017-01-05 19:00:00,Spectrum Center,"Charlotte, NC",18418,19077,Thunder,Hornets,1,5,19,3,1
611,2017-01-05 19:00:00,Amway Center,"Orlando, FL",18846,18500,Hawks,Magic,1,5,19,3,1
612,2017-01-05 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Bucks,Knicks,1,5,19,3,1
613,2017-01-05 20:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Bulls,Cavaliers,1,5,20,3,1
614,2017-01-05 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Grizzlies,Clippers,1,5,22,3,1
615,2017-01-05 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Blazers,Warriors,1,5,22,3,1
616,2017-01-05 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Heat,Kings,1,5,22,3,1
617,2017-01-06 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16421,18165,Nets,Pacers,1,6,19,4,1
618,2017-01-06 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Jazz,Raptors,1,6,19,4,1
619,2017-01-06 19:30:00,The Palace of Auburn Hills,"Detroit, MI",13723,22076,Hornets,Pistons,1,6,19,4,1
620,2017-01-06 20:00:00,Smoothie King Center,"New Orleans, LA",15003,17188,Hawks,Pelicans,1,6,20,4,1
621,2017-01-06 20:00:00,Toyota Center,"Houston, TX",18055,18104,Thunder,Rockets,1,6,20,4,1
622,2017-01-06 20:30:00,American Airlines Center,"Dallas, TX",19570,19200,Suns,Mavericks,1,6,20,4,1
623,2017-01-06 22:30:00,Moda Center,"Portland, OR",19403,19441,Lakers,Trail,1,6,22,4,1
624,2017-01-06 21:00:00,Pepsi Center,"Denver, CO",14391,19155,Spurs,Nuggets,1,6,21,4,1
625,2017-01-07 19:00:00,Verizon Center,"Washington, DC",18686,20173,Timberwolves,Wizards,1,7,19,5,1
626,2017-01-07 19:00:00,Amway Center,"Orlando, FL",19272,18500,Rockets,Magic,1,7,19,5,1
627,2017-01-07 19:30:00,TD Garden,"Boston, MA",18624,18624,76ers,Celtics,1,7,19,5,1
628,2017-01-07 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",18717,18717,Knicks,Bucks,1,7,20,5,1
629,2017-01-07 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Heat,Lakers,1,7,22,5,1
630,2017-01-07 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Grizzlies,Warriors,1,7,22,5,1
631,2017-01-07 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Clippers,Kings,1,7,22,5,1
632,2017-01-08 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17367,18165,Knicks,Pacers,1,8,19,6,1
633,2017-01-08 19:30:00,TD Garden,"Boston, MA",18624,18624,Pelicans,Celtics,1,8,19,6,1
634,2017-01-08 20:00:00,United Center,"Chicago, IL",21195,20917,Raptors,Bulls,1,8,20,6,1
635,2017-01-08 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Nuggets,Thunder,1,8,20,6,1
636,2017-01-08 20:00:00,Target Center,"Minneapolis, MN",13945,19356,Jazz,Timberwolves,1,8,20,6,1
637,2017-01-08 20:30:00,American Airlines Center,"Dallas, TX",19655,19200,Hawks,Mavericks,1,8,20,6,1
638,2017-01-08 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Hornets,Spurs,1,8,20,6,1
639,2017-01-08 22:00:00,Moda Center,"Portland, OR",13506,19441,Pistons,Trail,1,8,22,6,1
640,2017-01-09 15:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Heat,Clippers,1,9,15,0,0
641,2017-01-09 14:00:00,BMO Harris Bradley Center,"Milwaukee, WI",15311,18717,Wizards,Bucks,1,9,14,0,0
642,2017-01-09 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Rockets,Raptors,1,9,18,0,0
643,2017-01-09 20:00:00,FedExForum,"Memphis, TN",16112,18119,Jazz,Grizzlies,1,9,20,0,1
644,2017-01-09 20:30:00,Talking Stick Resort Arena,"Phoenix, AZ",18055,18422,Cavaliers,Suns,1,9,20,0,1
645,2017-01-09 21:00:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Warriors,Kings,1,9,21,0,1
646,2017-01-09 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Magic,Lakers,1,9,21,0,1
647,2017-01-10 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Pelicans,Knicks,1,10,19,1,1
648,2017-01-10 20:00:00,United Center,"Chicago, IL",21923,20917,Thunder,Bulls,1,10,20,1,1
649,2017-01-10 20:00:00,Target Center,"Minneapolis, MN",9625,19356,Mavericks,Timberwolves,1,10,20,1,1
650,2017-01-11 19:00:00,Verizon Center,"Washington, DC",14361,20173,Bulls,Wizards,1,11,19,2,1
651,2017-01-11 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Celtics,Raptors,1,11,19,2,1
652,2017-01-11 20:00:00,Toyota Center,"Houston, TX",16196,18104,Hornets,Rockets,1,11,20,2,1
653,2017-01-11 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Bucks,Spurs,1,11,20,2,1
654,2017-01-11 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Cavaliers,Jazz,1,11,21,2,1
655,2017-01-11 22:30:00,STAPLES Center,"Los Angeles, CA",18483,19060,Blazers,Lakers,1,11,22,2,1
656,2017-01-11 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Heat,Warriors,1,11,22,2,1
657,2017-01-11 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Pistons,Kings,1,11,22,2,1
658,2017-01-12 19:00:00,Wells Fargo Center,"Philadelphia, PA",18755,20318,Knicks,76ers,1,12,19,3,1
659,2017-01-12 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Grizzlies,Thunder,1,12,20,3,1
660,2017-01-12 20:00:00,Target Center,"Minneapolis, MN",13858,19356,Rockets,Timberwolves,1,12,20,3,1
661,2017-01-12 20:00:00,TD Garden,"Boston, MA",18624,18624,Wizards,Celtics,1,12,20,3,1
662,2017-01-12 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Magic,Clippers,1,12,22,3,1
663,2017-01-12 22:30:00,Moda Center,"Portland, OR",19393,19441,Cavaliers,Trail,1,12,22,3,1
664,2017-01-13 20:00:00,Madison Square Garden,"New York, NY",19812,19763,Bulls,Knicks,1,13,20,4,1
665,2017-01-13 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Lakers,Spurs,1,13,20,4,1
666,2017-01-13 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Pistons,Warriors,1,13,22,4,1
667,2017-01-14 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Nets,Raptors,1,14,19,5,1
668,2017-01-14 19:00:00,Wells Fargo Center,"Philadelphia, PA",18215,20318,Hornets,76ers,1,14,19,5,1
669,2017-01-14 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",17483,18717,Heat,Bucks,1,14,20,5,1
670,2017-01-14 20:00:00,Toyota Center,"Houston, TX",18055,18104,Grizzlies,Rockets,1,14,20,5,1
671,2017-01-14 20:00:00,Target Center,"Minneapolis, MN",16644,19356,Thunder,Timberwolves,1,14,20,5,1
672,2017-01-14 20:00:00,Philips Arena,"Atlanta, GA",18216,18729,Celtics,Hawks,1,14,20,5,1
673,2017-01-14 22:00:00,Moda Center,"Portland, OR",19344,19441,Magic,Trail,1,14,22,5,1
674,2017-01-14 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Cavaliers,Kings,1,14,22,5,1
675,2017-01-14 22:30:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Pistons,Jazz,1,14,22,5,1
676,2017-01-15 15:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Lakers,Clippers,1,15,15,6,0
677,2017-01-15 17:00:00,United Center,"Chicago, IL",21916,20917,Pelicans,Bulls,1,15,17,6,0
678,2017-01-15 20:00:00,Verizon Center,"Washington, DC",17880,20173,76ers,Wizards,1,15,20,6,1
679,2017-01-15 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Magic,Jazz,1,15,21,6,1
680,2017-01-16 15:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Knicks,Raptors,1,16,15,0,0
681,2017-01-16 15:00:00,Philips Arena,"Atlanta, GA",14231,18729,Bucks,Hawks,1,16,15,0,0
682,2017-01-16 14:00:00,American Airlines Center,"Dallas, TX",19655,19200,Timberwolves,Mavericks,1,16,14,0,0
683,2017-01-16 21:00:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Thunder,Kings,1,16,21,0,1
684,2017-01-16 21:00:00,FedExForum,"Memphis, TN",18119,18119,Bulls,Grizzlies,1,16,21,0,1
685,2017-01-16 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Pistons,Lakers,1,16,21,0,1
686,2017-01-17 13:00:00,Madison Square Garden,"New York, NY",19812,19763,Hawks,Knicks,1,17,13,1,0
687,2017-01-17 14:00:00,Verizon Center,"Washington, DC",17395,20173,Blazers,Wizards,1,17,14,1,0
688,2017-01-17 15:30:00,BMO Harris Bradley Center,"Milwaukee, WI",13261,18717,76ers,Bucks,1,17,15,1,0
689,2017-01-17 16:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",15525,18165,Pelicans,Pacers,1,17,16,1,0
690,2017-01-17 17:00:00,Pepsi Center,"Denver, CO",11217,19155,Magic,Nuggets,1,17,17,1,0
691,2017-01-17 19:30:00,TD Garden,"Boston, MA",18624,18624,Hornets,Celtics,1,17,19,1,1
692,2017-01-17 20:00:00,ORACLE Arena,"Oakland, CA",19596,19596,Cavaliers,Warriors,1,17,20,1,1
693,2017-01-17 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16767,18422,Jazz,Suns,1,17,21,1,1
694,2017-01-17 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Thunder,Clippers,1,17,22,1,1
695,2017-01-18 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Rockets,Heat,1,18,19,2,1
696,2017-01-18 20:00:00,United Center,"Chicago, IL",21294,20917,Mavericks,Bulls,1,18,20,2,1
