,date,game_center,geo_location,attendance,capacity,home,guest,mon,day,time,dow,night
930,2017-02-28 19:00:00,Madison Square Garden,"New York, NY",19812,19763,Raptors,Knicks,2,28,19,1,1
931,2017-02-28 19:00:00,Wells Fargo Center,"Philadelphia, PA",20585,20318,Warriors,76ers,2,28,19,1,1
932,2017-02-28 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Bucks,Cavaliers,2,28,19,1,1
933,2017-02-28 19:30:00,TD Garden,"Boston, MA",18624,18624,Hawks,Celtics,2,28,19,1,1
934,2017-02-28 21:30:00,Toyota Center,"Houston, TX",18055,18104,Pacers,Rockets,2,28,21,1,1
935,2017-02-28 20:30:00,American Airlines Center,"Dallas, TX",19539,19200,Heat,Mavericks,2,28,20,1,1
936,2017-02-28 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Timberwolves,Kings,2,28,22,1,1
937,2017-03-01 19:00:00,Verizon Center,"Washington, DC",20356,20173,Warriors,Wizards,3,1,19,2,1
938,2017-03-01 19:30:00,The Palace of Auburn Hills,"Detroit, MI",13502,22076,Blazers,Pistons,3,1,19,2,1
939,2017-03-01 20:00:00,United Center,"Chicago, IL",21015,20917,Nuggets,Bulls,3,1,20,2,1
940,2017-03-01 20:00:00,FedExForum,"Memphis, TN",15871,18119,Suns,Grizzlies,3,1,20,2,1
941,2017-03-01 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Jazz,Thunder,3,1,20,2,1
942,2017-03-01 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Hornets,Lakers,3,1,22,2,1
943,2017-03-03 20:00:00,United Center,"Chicago, IL",22253,20917,Warriors,Bulls,3,3,20,4,1
944,2017-03-03 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16572,18422,Hornets,Suns,3,3,21,4,1
945,2017-03-03 22:30:00,Moda Center,"Portland, OR",19875,19441,Thunder,Trail,3,3,22,4,1
946,2017-03-04 19:00:00,Wells Fargo Center,"Philadelphia, PA",18518,20318,Knicks,76ers,3,4,19,5,1
947,2017-03-04 19:00:00,Verizon Center,"Washington, DC",20356,20173,Raptors,Wizards,3,4,19,5,1
948,2017-03-04 19:00:00,Amway Center,"Orlando, FL",17136,18500,Heat,Magic,3,4,19,5,1
949,2017-03-04 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16208,18717,Clippers,Bucks,3,4,20,5,1
950,2017-03-04 19:00:00,Philips Arena,"Atlanta, GA",18877,18729,Cavaliers,Hawks,3,4,19,5,1
951,2017-03-04 20:30:00,American Airlines Center,"Dallas, TX",19480,19200,Grizzlies,Mavericks,3,4,20,5,1
952,2017-03-04 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Nets,Jazz,3,4,21,5,1
953,2017-03-04 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",18055,18422,Thunder,Suns,3,4,21,5,1
954,2017-03-04 21:30:00,Smoothie King Center,"New Orleans, LA",17669,17188,Spurs,Pelicans,3,4,21,5,1
955,2017-03-04 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Celtics,Lakers,3,4,22,5,1
956,2017-03-05 18:00:00,Wells Fargo Center,"Philadelphia, PA",19523,20318,Pistons,76ers,3,5,18,6,0
957,2017-03-05 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16775,18717,Raptors,Bucks,3,5,20,6,1
958,2017-03-05 20:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Cavaliers,Heat,3,5,20,6,1
959,2017-03-05 20:30:00,United Center,"Chicago, IL",22807,20917,Clippers,Bulls,3,5,20,6,1
960,2017-03-05 21:00:00,Pepsi Center,"Denver, CO",14708,19155,Hornets,Nuggets,3,5,21,6,1
961,2017-03-05 21:00:00,Toyota Center,"Houston, TX",18055,18104,Grizzlies,Rockets,3,5,21,6,1
962,2017-03-05 21:00:00,AT&T Center,"San Antonio, TX",18418,18581,Timberwolves,Spurs,3,5,21,6,1
963,2017-03-05 22:00:00,Moda Center,"Portland, OR",19638,19441,Nets,Trail,3,5,22,6,1
964,2017-03-06 13:00:00,Philips Arena,"Atlanta, GA",15366,18729,Pacers,Hawks,3,6,13,0,0
965,2017-03-06 15:30:00,Madison Square Garden,"New York, NY",19812,19763,Warriors,Knicks,3,6,15,0,0
966,2017-03-06 17:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16790,18422,Celtics,Suns,3,6,17,0,0
967,2017-03-06 17:00:00,Verizon Center,"Washington, DC",19195,20173,Magic,Wizards,3,6,17,0,0
968,2017-03-06 18:00:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Jazz,Kings,3,6,18,0,0
969,2017-03-06 20:30:00,American Airlines Center,"Dallas, TX",20232,19200,Thunder,Mavericks,3,6,20,0,1
970,2017-03-06 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Pelicans,Lakers,3,6,21,0,1
971,2017-03-07 19:00:00,Wells Fargo Center,"Philadelphia, PA",18351,20318,Bucks,76ers,3,7,19,1,1
972,2017-03-07 19:00:00,Amway Center,"Orlando, FL",16046,18500,Knicks,Magic,3,7,19,1,1
973,2017-03-07 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Heat,Cavaliers,3,7,19,1,1
974,2017-03-07 19:30:00,Philips Arena,"Atlanta, GA",18890,18729,Warriors,Hawks,3,7,19,1,1
975,2017-03-07 19:30:00,The Palace of Auburn Hills,"Detroit, MI",16039,22076,Bulls,Pistons,3,7,19,1,1
976,2017-03-07 20:00:00,FedExForum,"Memphis, TN",15505,18119,Nets,Grizzlies,3,7,20,1,1
977,2017-03-07 20:00:00,Spectrum Center,"Charlotte, NC",16387,19077,Pacers,Hornets,3,7,20,1,1
978,2017-03-07 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Rockets,Spurs,3,7,20,1,1
979,2017-03-07 21:00:00,Pepsi Center,"Denver, CO",11614,19155,Kings,Nuggets,3,7,21,1,1
980,2017-03-07 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19649,19911,Pelicans,Jazz,3,7,21,1,1
981,2017-03-07 22:30:00,STAPLES Center,"Los Angeles, CA",19283,19060,Celtics,Clippers,3,7,22,1,1
982,2017-03-08 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Blazers,Thunder,3,8,20,2,1
983,2017-03-08 20:30:00,American Airlines Center,"Dallas, TX",20484,19200,Lakers,Mavericks,3,8,20,2,1
984,2017-03-08 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16372,18422,Wizards,Suns,3,8,21,2,1
985,2017-03-09 19:00:00,Amway Center,"Orlando, FL",16063,18500,Bulls,Magic,3,9,19,3,1
986,2017-03-09 19:30:00,Philips Arena,"Atlanta, GA",11931,18729,Nets,Hawks,3,9,19,3,1
987,2017-03-09 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Hornets,Heat,3,9,19,3,1
988,2017-03-09 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",13767,18717,Knicks,Bucks,3,9,20,3,1
989,2017-03-09 20:00:00,Smoothie King Center,"New Orleans, LA",14543,17188,Raptors,Pelicans,3,9,20,3,1
990,2017-03-09 20:00:00,Toyota Center,"Houston, TX",16230,18104,Jazz,Rockets,3,9,20,3,1
991,2017-03-09 20:00:00,Target Center,"Minneapolis, MN",14933,19356,Clippers,Timberwolves,3,9,20,3,1
992,2017-03-09 20:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",14353,18165,Pistons,Pacers,3,9,20,3,1
993,2017-03-09 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Kings,Spurs,3,9,20,3,1
994,2017-03-09 21:00:00,Pepsi Center,"Denver, CO",12323,19155,Wizards,Nuggets,3,9,21,3,1
995,2017-03-09 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Celtics,Warriors,3,9,22,3,1
996,2017-03-10 19:30:00,The Palace of Auburn Hills,"Detroit, MI",19421,22076,Cavaliers,Pistons,3,10,19,4,1
997,2017-03-10 20:00:00,FedExForum,"Memphis, TN",16642,18119,Clippers,Grizzlies,3,10,20,4,1
998,2017-03-10 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Spurs,Thunder,3,10,20,4,1
999,2017-03-10 22:00:00,Moda Center,"Portland, OR",19240,19441,76ers,Trail,3,10,22,4,1
1000,2017-03-10 22:30:00,Talking Stick Resort Arena,"Phoenix, AZ",17552,18422,Lakers,Suns,3,10,22,4,1
1001,2017-03-11 19:00:00,Spectrum Center,"Charlotte, NC",17444,19077,Magic,Hornets,3,11,19,5,1
1002,2017-03-11 20:00:00,United Center,"Chicago, IL",21995,20917,Rockets,Bulls,3,11,20,5,1
1003,2017-03-11 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16177,18717,Pacers,Bucks,3,11,20,5,1
1004,2017-03-11 20:00:00,Target Center,"Minneapolis, MN",20412,19356,Warriors,Timberwolves,3,11,20,5,1
1005,2017-03-11 20:00:00,Philips Arena,"Atlanta, GA",16078,18729,Raptors,Hawks,3,11,20,5,1
1006,2017-03-11 21:00:00,Pepsi Center,"Denver, CO",17147,19155,Celtics,Nuggets,3,11,21,5,1
1007,2017-03-11 21:00:00,American Airlines Center,"Dallas, TX",20022,19200,Nets,Mavericks,3,11,21,5,1
1008,2017-03-11 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Wizards,Kings,3,11,22,5,1
1009,2017-03-12 15:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Jazz,Thunder,3,12,15,6,0
1010,2017-03-12 15:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,76ers,Clippers,3,12,15,6,0
1011,2017-03-12 17:00:00,The Palace of Auburn Hills,"Detroit, MI",19607,22076,Knicks,Pistons,3,12,17,6,0
1012,2017-03-12 19:00:00,Spectrum Center,"Charlotte, NC",18196,19077,Pelicans,Hornets,3,12,19,6,1
1013,2017-03-12 19:00:00,Amway Center,"Orlando, FL",18846,18500,Cavaliers,Magic,3,12,19,6,1
1014,2017-03-12 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",18717,18717,Timberwolves,Bucks,3,12,20,6,1
1015,2017-03-12 20:00:00,AmericanAirlines Arena,"Miami, FL",19745,19600,Raptors,Heat,3,12,20,6,1
1016,2017-03-12 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Warriors,Spurs,3,12,20,6,1
1017,2017-03-12 21:00:00,FedExForum,"Memphis, TN",17523,18119,Hawks,Grizzlies,3,12,21,6,1
1018,2017-03-12 21:00:00,American Airlines Center,"Dallas, TX",20324,19200,Suns,Mavericks,3,12,21,6,1
1019,2017-03-12 22:00:00,Moda Center,"Portland, OR",19482,19441,Wizards,Trail,3,12,22,6,1
1020,2017-03-12 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Nuggets,Kings,3,12,22,6,1
1021,2017-03-13 14:30:00,TD Garden,"Boston, MA",18624,18624,Bulls,Celtics,3,13,14,0,0
1022,2017-03-13 17:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17923,18165,Heat,Pacers,3,13,17,0,0
1023,2017-03-13 20:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16664,18422,Blazers,Suns,3,13,20,0,1
1024,2017-03-13 20:00:00,Toyota Center,"Houston, TX",18055,18104,Cavaliers,Rockets,3,13,20,0,1
1025,2017-03-13 20:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,76ers,Lakers,3,13,20,0,1
1026,2017-03-14 18:00:00,Spectrum Center,"Charlotte, NC",16489,19077,Bulls,Hornets,3,14,18,1,0
1027,2017-03-14 18:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Mavericks,Raptors,3,14,18,1,0
1028,2017-03-14 19:00:00,FedExForum,"Memphis, TN",16770,18119,Bucks,Grizzlies,3,14,19,1,1
1029,2017-03-14 19:00:00,AT&T Center,"San Antonio, TX",18418,18581,Hawks,Spurs,3,14,19,1,1
1030,2017-03-14 19:00:00,Target Center,"Minneapolis, MN",15747,19356,Wizards,Timberwolves,3,14,19,1,1
1031,2017-03-14 20:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Clippers,Jazz,3,14,20,1,1
1032,2017-03-14 21:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Magic,Kings,3,14,21,1,1
1033,2017-03-14 21:30:00,Pepsi Center,"Denver, CO",17344,19155,Lakers,Nuggets,3,14,21,1,1
1034,2017-03-15 18:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Pistons,Cavaliers,3,15,18,2,0
1035,2017-03-15 18:30:00,Madison Square Garden,"New York, NY",18261,19763,Pacers,Knicks,3,15,18,2,0
1036,2017-03-15 19:00:00,Smoothie King Center,"New Orleans, LA",15530,17188,Blazers,Pelicans,3,15,19,2,1
1037,2017-03-15 21:30:00,ORACLE Arena,"Oakland, CA",19596,19596,76ers,Warriors,3,15,21,2,1
1038,2017-03-16 18:00:00,Verizon Center,"Washington, DC",17844,20173,Mavericks,Wizards,3,16,18,3,0
1039,2017-03-16 18:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",14169,18165,Hornets,Pacers,3,16,18,3,0
1040,2017-03-16 18:30:00,TD Garden,"Boston, MA",18624,18624,Timberwolves,Celtics,3,16,18,3,0
1041,2017-03-16 18:30:00,AmericanAirlines Arena,"Miami, FL",19678,19600,Pelicans,Heat,3,16,18,3,0
1042,2017-03-16 18:30:00,The Palace of Auburn Hills,"Detroit, MI",14033,22076,Jazz,Pistons,3,16,18,3,0
1043,2017-03-16 19:00:00,United Center,"Chicago, IL",21583,20917,Grizzlies,Bulls,3,16,19,3,1
1044,2017-03-16 19:00:00,Toyota Center,"Houston, TX",18055,18104,Lakers,Rockets,3,16,19,3,1
1045,2017-03-16 19:00:00,AT&T Center,"San Antonio, TX",18418,18581,Blazers,Spurs,3,16,19,3,1
1046,2017-03-16 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17196,18422,Kings,Suns,3,16,21,3,1
1047,2017-03-16 21:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Bucks,Clippers,3,16,21,3,1
1048,2017-03-17 18:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Jazz,Cavaliers,3,17,18,4,0
1049,2017-03-17 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Thunder,Raptors,3,17,18,4,0
1050,2017-03-17 18:30:00,Madison Square Garden,"New York, NY",19812,19763,Nets,Knicks,3,17,18,4,0
1051,2017-03-17 18:30:00,Philips Arena,"Atlanta, GA",17063,18729,Grizzlies,Hawks,3,17,18,4,0
1052,2017-03-17 20:00:00,Pepsi Center,"Denver, CO",14179,19155,Clippers,Nuggets,3,17,20,4,1
1053,2017-03-17 21:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Magic,Warriors,3,17,21,4,1
1054,2017-03-18 18:00:00,Wells Fargo Center,"Philadelphia, PA",17642,20318,Mavericks,76ers,3,18,18,5,0
1055,2017-03-18 18:00:00,Verizon Center,"Washington, DC",20356,20173,Bulls,Wizards,3,18,18,5,0
1056,2017-03-18 18:30:00,The Palace of Auburn Hills,"Detroit, MI",16541,22076,Raptors,Pistons,3,18,18,5,0
1057,2017-03-18 19:00:00,Smoothie King Center,"New Orleans, LA",17972,17188,Rockets,Pelicans,3,18,19,5,1
1058,2017-03-18 19:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Timberwolves,Heat,3,18,19,5,1
1059,2017-03-18 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16880,18422,Magic,Suns,3,18,21,5,1
1060,2017-03-18 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Bucks,Lakers,3,18,21,5,1
1061,2017-03-19 14:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Kings,Thunder,3,19,14,6,0
1062,2017-03-19 17:00:00,Philips Arena,"Atlanta, GA",16543,18729,Blazers,Hawks,3,19,17,6,0
1063,2017-03-19 18:00:00,Spectrum Center,"Charlotte, NC",19361,19077,Wizards,Hornets,3,19,18,6,0
1064,2017-03-19 19:30:00,STAPLES Center,"Los Angeles, CA",19379,19060,Cavaliers,Clippers,3,19,19,6,1
1065,2017-03-19 20:00:00,United Center,"Chicago, IL",21953,20917,Jazz,Bulls,3,19,20,6,1
1066,2017-03-19 20:00:00,FedExForum,"Memphis, TN",18119,18119,Spurs,Grizzlies,3,19,20,6,1
1067,2017-03-19 20:30:00,Pepsi Center,"Denver, CO",17512,19155,Rockets,Nuggets,3,19,20,6,1
1068,2017-03-19 21:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Bucks,Warriors,3,19,21,6,1
1069,2017-03-20 12:00:00,Wells Fargo Center,"Philadelphia, PA",19446,20318,Celtics,76ers,3,20,12,0,0
1070,2017-03-20 15:30:00,The Palace of Auburn Hills,"Detroit, MI",19588,22076,Suns,Pistons,3,20,15,0,0
1071,2017-03-20 17:00:00,Smoothie King Center,"New Orleans, LA",16111,17188,Timberwolves,Pelicans,3,20,17,0,0
1072,2017-03-20 17:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Pacers,Raptors,3,20,17,0,0
1073,2017-03-20 17:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Blazers,Heat,3,20,17,0,0
1074,2017-03-20 18:00:00,AT&T Center,"San Antonio, TX",18418,18581,Kings,Spurs,3,20,18,0,0
1075,2017-03-20 20:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Cavaliers,Lakers,3,20,20,0,1
1076,2017-03-21 18:00:00,Spectrum Center,"Charlotte, NC",14278,19077,Hawks,Hornets,3,21,18,1,0
1077,2017-03-21 18:00:00,Amway Center,"Orlando, FL",16236,18500,76ers,Magic,3,21,18,1,0
1078,2017-03-21 18:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",15458,18165,Jazz,Pacers,3,21,18,1,0
1079,2017-03-21 18:30:00,TD Garden,"Boston, MA",18624,18624,Wizards,Celtics,3,21,18,1,0
1080,2017-03-21 19:00:00,Toyota Center,"Houston, TX",16080,18104,Nuggets,Rockets,3,21,19,1,1
1081,2017-03-21 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Warriors,Thunder,3,21,19,1,1
1082,2017-03-21 21:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Knicks,Clippers,3,21,21,1,1
1083,2017-03-22 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Bulls,Raptors,3,22,18,2,0
1084,2017-03-22 18:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Suns,Heat,3,22,18,2,0
1085,2017-03-22 19:00:00,Smoothie King Center,"New Orleans, LA",15973,17188,Grizzlies,Pelicans,3,22,19,2,1
1086,2017-03-22 19:30:00,American Airlines Center,"Dallas, TX",20453,19200,Warriors,Mavericks,3,22,19,2,1
1087,2017-03-22 20:30:00,Target Center,"Minneapolis, MN",13742,19356,Spurs,Timberwolves,3,22,20,2,1
1088,2017-03-22 21:00:00,Moda Center,"Portland, OR",19525,19441,Bucks,Trail,3,22,21,2,1
1089,2017-03-22 21:30:00,STAPLES Center,"Los Angeles, CA",18724,19060,Clippers,Lakers,3,22,21,2,1
1090,2017-03-23 18:00:00,Amway Center,"Orlando, FL",16034,18500,Hornets,Magic,3,23,18,3,0
1091,2017-03-23 18:30:00,TD Garden,"Boston, MA",18624,18624,Pacers,Celtics,3,23,18,3,0
1092,2017-03-23 19:00:00,United Center,"Chicago, IL",21503,20917,Pistons,Bulls,3,23,19,3,1
1093,2017-03-23 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,76ers,Thunder,3,23,19,3,1
1094,2017-03-23 19:00:00,Verizon Center,"Washington, DC",18137,20173,Hawks,Wizards,3,23,19,3,1
1095,2017-03-23 20:00:00,Pepsi Center,"Denver, CO",19718,19155,Cavaliers,Nuggets,3,23,20,3,1
1096,2017-03-23 21:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Bucks,Kings,3,23,21,3,1
1097,2017-03-23 21:30:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Knicks,Jazz,3,23,21,3,1
1098,2017-03-24 18:30:00,AmericanAirlines Arena,"Miami, FL",19745,19600,Raptors,Heat,3,24,18,4,0
1099,2017-03-24 19:30:00,American Airlines Center,"Dallas, TX",19703,19200,Clippers,Mavericks,3,24,19,4,1
1100,2017-03-24 19:30:00,AT&T Center,"San Antonio, TX",18418,18581,Grizzlies,Spurs,3,24,19,4,1
1101,2017-03-24 21:00:00,Moda Center,"Portland, OR",19020,19441,Knicks,Trail,3,24,21,4,1
1102,2017-03-25 18:00:00,Verizon Center,"Washington, DC",19616,20173,Nets,Wizards,3,25,18,5,0
1103,2017-03-25 18:00:00,Spectrum Center,"Charlotte, NC",19511,19077,Cavaliers,Hornets,3,25,18,5,0
1104,2017-03-25 18:00:00,Amway Center,"Orlando, FL",18076,18500,Pistons,Magic,3,25,18,5,0
1105,2017-03-25 18:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17923,18165,Nuggets,Pacers,3,25,18,5,0
1106,2017-03-25 18:30:00,TD Garden,"Boston, MA",18624,18624,Suns,Celtics,3,25,18,5,0
1107,2017-03-25 19:00:00,United Center,"Chicago, IL",21558,20917,76ers,Bulls,3,25,19,5,1
1108,2017-03-25 19:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16786,18717,Hawks,Bucks,3,25,19,5,1
1109,2017-03-25 19:00:00,Toyota Center,"Houston, TX",18055,18104,Pelicans,Rockets,3,25,19,5,1
1110,2017-03-25 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Timberwolves,Lakers,3,25,21,5,1
1111,2017-03-25 21:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Kings,Warriors,3,25,21,5,1
1112,2017-03-26 14:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Jazz,Clippers,3,26,14,6,0
1113,2017-03-26 18:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Wizards,Cavaliers,3,26,18,6,0
1114,2017-03-26 19:30:00,American Airlines Center,"Dallas, TX",19934,19200,Raptors,Mavericks,3,26,19,6,1
1115,2017-03-26 19:30:00,AT&T Center,"San Antonio, TX",18418,18581,Knicks,Spurs,3,26,19,6,1
1116,2017-03-26 21:00:00,Moda Center,"Portland, OR",19580,19441,Timberwolves,Trail,3,26,21,6,1
1117,2017-03-27 12:00:00,Spectrum Center,"Charlotte, NC",17292,19077,Suns,Hornets,3,27,12,0,0
1118,2017-03-27 12:00:00,Philips Arena,"Atlanta, GA",15921,18729,Nets,Hawks,3,27,12,0,0
1119,2017-03-27 14:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Kings,Clippers,3,27,14,0,0
1120,2017-03-27 14:30:00,BMO Harris Bradley Center,"Milwaukee, WI",17669,18717,Bulls,Bucks,3,27,14,0,0
1121,2017-03-27 14:30:00,Toyota Center,"Houston, TX",18055,18104,Thunder,Rockets,3,27,14,0,0
1122,2017-03-27 17:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16467,18165,76ers,Pacers,3,27,17,0,0
1123,2017-03-27 17:00:00,TD Garden,"Boston, MA",18624,18624,Heat,Celtics,3,27,17,0,0
1124,2017-03-27 19:00:00,ORACLE Arena,"Oakland, CA",19596,19596,Grizzlies,Warriors,3,27,19,0,1
1125,2017-03-27 19:00:00,Pepsi Center,"Denver, CO",19850,19155,Pelicans,Nuggets,3,27,19,0,1
1126,2017-03-27 20:30:00,STAPLES Center,"Los Angeles, CA",18698,19060,Blazers,Lakers,3,27,20,0,1
1127,2017-03-28 18:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Magic,Raptors,3,28,18,1,0
1128,2017-03-28 18:30:00,Madison Square Garden,"New York, NY",19812,19763,Pistons,Knicks,3,28,18,1,0
1129,2017-03-28 19:00:00,AT&T Center,"San Antonio, TX",18418,18581,Cavaliers,Spurs,3,28,19,1,1
1130,2017-03-28 19:30:00,American Airlines Center,"Dallas, TX",19970,19200,Thunder,Mavericks,3,28,19,1,1
1131,2017-03-28 21:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Grizzlies,Kings,3,28,21,1,1
1132,2017-03-28 21:30:00,Vivint Smart Home Arena,"Salt Lake City, UT",18924,19911,Pelicans,Jazz,3,28,21,1,1
1133,2017-03-29 18:00:00,Spectrum Center,"Charlotte, NC",16505,19077,Bucks,Hornets,3,29,18,2,0
1134,2017-03-29 18:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17534,18165,Timberwolves,Pacers,3,29,18,2,0
1135,2017-03-29 18:30:00,Philips Arena,"Atlanta, GA",13412,18729,Suns,Hawks,3,29,18,2,0
1136,2017-03-29 18:30:00,The Palace of Auburn Hills,"Detroit, MI",17160,22076,Heat,Pistons,3,29,18,2,0
1137,2017-03-29 19:00:00,Toyota Center,"Houston, TX",18055,18104,Warriors,Rockets,3,29,19,2,1
1138,2017-03-29 21:00:00,Moda Center,"Portland, OR",20003,19441,Nuggets,Trail,3,29,21,2,1
1139,2017-03-29 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Wizards,Lakers,3,29,21,2,1
1140,2017-03-30 18:00:00,Wells Fargo Center,"Philadelphia, PA",15212,20318,Hawks,76ers,3,30,18,3,0
1141,2017-03-30 18:00:00,Amway Center,"Orlando, FL",18408,18500,Thunder,Magic,3,30,18,3,0
1142,2017-03-30 18:30:00,TD Garden,"Boston, MA",18624,18624,Bucks,Celtics,3,30,18,3,0
1143,2017-03-30 18:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Hornets,Raptors,3,30,18,3,0
1144,2017-03-30 18:30:00,Madison Square Garden,"New York, NY",19812,19763,Heat,Knicks,3,30,18,3,0
1145,2017-03-30 19:00:00,FedExForum,"Memphis, TN",16367,18119,Pacers,Grizzlies,3,30,19,3,1
1146,2017-03-30 19:00:00,Smoothie King Center,"New Orleans, LA",16000,17188,Mavericks,Pelicans,3,30,19,3,1
1147,2017-03-30 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Warriors,Spurs,3,30,20,3,1
1148,2017-03-30 21:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Wizards,Clippers,3,30,21,3,1
1149,2017-03-30 21:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Jazz,Kings,3,30,21,3,1
1150,2017-03-31 18:30:00,The Palace of Auburn Hills,"Detroit, MI",15804,22076,Nets,Pistons,3,31,18,4,0
1151,2017-03-31 19:00:00,United Center,"Chicago, IL",22282,20917,Cavaliers,Bulls,3,31,19,4,1
1152,2017-03-31 19:00:00,Target Center,"Minneapolis, MN",18179,19356,Lakers,Timberwolves,3,31,19,4,1
1153,2017-03-31 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16736,18422,Clippers,Suns,3,31,21,4,1
1154,2017-03-31 21:30:00,Moda Center,"Portland, OR",20049,19441,Rockets,Trail,3,31,21,4,1
1155,2017-04-01 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Pacers,Raptors,4,1,18,5,0
1156,2017-04-01 18:00:00,Spectrum Center,"Charlotte, NC",18353,19077,Nuggets,Hornets,4,1,18,5,0
1157,2017-04-01 18:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,76ers,Cavaliers,4,1,18,5,0
1158,2017-04-01 18:30:00,TD Garden,"Boston, MA",18624,18624,Magic,Celtics,4,1,18,5,0
1159,2017-04-01 19:00:00,BMO Harris Bradley Center,"Milwaukee, WI",18717,18717,Pistons,Bucks,4,1,19,5,1
1160,2017-04-01 19:00:00,FedExForum,"Memphis, TN",17317,18119,Mavericks,Grizzlies,4,1,19,5,1
