,Unnamed: 0.1,date,game_center,geo_location,attendance,capacity,guest,home,streak_home,streak_guest,mon,day,time,dow,night,weekday,April,May,June,July,August,September,December,January,attendace_ratio,pos,visit_code,home_code,popu,land_miles,density,income,true,pred
76,76,2016-10-27 19:00:00,FedExForum,"Memphis, TN",18119,18119,Timberwolves,Grizzlies,1,-1,10,27,19,3,1,1,0,0,0,0,0,0,0,0,1.0,9,28,8,655770.0,315.1,2081.15,40201.0,1.0,1.0
77,77,2017-01-02 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Raptors,Lakers,-3,1,1,2,21,0,1,1,0,0,0,0,0,0,0,1,0.996694648478489,20,23,15,3971883.0,468.7,8474.25,45903.0,1.0,1.0
78,78,2016-10-27 19:00:00,Smoothie King Center,"New Orleans, LA",15869,17188,Nuggets,Pelicans,-1,1,10,27,19,3,1,1,0,0,0,0,0,0,0,0,0.9232604142424947,22,19,21,389617.0,169.4,2299.98,35317.0,1.0,1.0
79,79,2016-10-27 19:00:00,Wells Fargo Center,"Philadelphia, PA",20487,20318,Thunder,76ers,-1,1,10,27,19,3,1,1,0,0,0,0,0,0,0,0,1.0083177478098238,33,27,0,1567442.0,134.1,11688.61,47528.0,1.0,0.0
80,80,2017-04-02 16:00:00,United Center,"Chicago, IL",22019,20917,Hawks,Bulls,3,-1,4,2,16,6,0,0,1,0,0,0,0,0,0,0,1.0526844193718028,30,9,4,2720546.0,227.6,11953.19,51046.0,1.0,1.0
81,81,2017-02-02 19:30:00,TD Garden,"Boston, MA",18624,18624,Raptors,Celtics,5,-1,2,2,19,3,1,1,0,0,0,0,0,0,0,0,1.0,25,23,6,667137.0,48.3,13812.36,52792.0,1.0,1.0
82,82,2016-12-02 20:00:00,FedExForum,"Memphis, TN",13344,18119,Magic,Grizzlies,1,-1,12,2,20,4,1,1,0,0,0,0,0,0,1,0,0.7364644847949666,9,16,8,655770.0,315.1,2081.15,40201.0,0.0,1.0
83,83,2017-03-02 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Wizards,Raptors,-1,2,3,2,19,3,1,1,0,0,0,0,0,0,0,0,1.0,1,31,23,2731571.0,243.33,11225.79,58381.0,1.0,1.0
84,84,2016-12-02 20:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Clippers,Cavaliers,-2,1,12,2,20,4,1,1,0,0,0,0,0,0,1,0,1.0,19,7,5,388072.0,77.7,4994.49,42215.0,1.0,1.0
85,85,2017-02-02 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Hawks,Heat,9,-1,2,2,19,3,1,1,0,0,0,0,0,0,0,0,1.0,3,9,10,441003.0,35.9,12284.21,38632.0,1.0,1.0
86,86,2017-03-02 19:30:00,Philips Arena,"Atlanta, GA",12483,18729,Mavericks,Hawks,2,-1,3,2,19,3,1,1,0,0,0,0,0,0,0,0,0.6665064872657376,18,17,9,463878.0,133.2,3482.57,51948.0,0.0,1.0
87,87,2017-04-02 19:00:00,Target Center,"Minneapolis, MN",18960,19356,Kings,Timberwolves,-1,1,4,2,19,6,1,0,1,0,0,0,0,0,0,0,0.9795412275263484,27,13,28,410939.0,54.0,7609.98,54304.0,1.0,0.0
88,88,2017-02-02 19:30:00,The Palace of Auburn Hills,"Detroit, MI",14262,22076,Pelicans,Pistons,1,-3,2,2,19,3,1,1,0,0,0,0,0,0,0,0,0.6460409494473637,28,21,22,677116.0,138.8,4878.36,49160.0,0.0,0.0
89,89,2017-04-02 21:00:00,Moda Center,"Portland, OR",18915,19441,Suns,Trail,0,-11,4,2,21,6,1,0,1,0,0,0,0,0,0,0,0.9729437786122113,13,26,29,632309.0,133.4,4739.95,46090.0,1.0,1.0
90,90,2017-02-02 20:30:00,American Airlines Center,"Dallas, TX",19263,19200,76ers,Mavericks,3,-1,2,2,20,3,1,1,0,0,0,0,0,0,0,0,1.00328125,2,0,17,1300092.0,340.5,3818.19,47418.0,1.0,1.0
91,91,2017-03-02 19:30:00,AmericanAirlines Arena,"Miami, FL",19609,19600,76ers,Heat,1,-3,3,2,19,3,1,1,0,0,0,0,0,0,0,0,1.0004591836734693,3,0,10,441003.0,35.9,12284.21,38632.0,1.0,1.0
92,92,2017-02-02 21:00:00,Pepsi Center,"Denver, CO",12020,19155,Grizzlies,Nuggets,-2,3,2,2,21,3,1,1,0,0,0,0,0,0,0,0,0.6275123988514748,17,8,19,682545.0,153.0,4461.08,51088.0,0.0,0.0
93,93,2017-03-02 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",13214,18717,Nuggets,Bucks,-2,2,3,2,20,3,1,1,0,0,0,0,0,0,0,0,0.7059892076721697,5,19,3,559121.0,187.7,2978.8,46132.0,0.0,0.0
94,94,2017-04-03 14:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Hornets,Thunder,-2,3,4,3,14,0,0,1,1,0,0,0,0,0,0,0,1.0,7,11,27,419267.0,55.9,7500.3,36797.0,1.0,1.0
95,95,2017-02-02 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19694,19911,Bucks,Jazz,1,-4,2,2,21,3,1,1,0,0,0,0,0,0,0,0,0.9891015016824871,32,3,12,192672.0,111.1,1734.22,48594.0,1.0,1.0
96,96,2017-04-03 14:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Grizzlies,Lakers,1,-1,4,3,14,0,0,1,1,0,0,0,0,0,0,0,0.996694648478489,20,8,15,3971883.0,468.7,8474.25,45903.0,1.0,1.0
97,97,2017-03-02 20:00:00,Smoothie King Center,"New Orleans, LA",14406,17188,Pistons,Pelicans,1,-1,3,2,20,3,1,1,0,0,0,0,0,0,0,0,0.8381428903886432,22,22,21,389617.0,169.4,2299.98,35317.0,0.0,1.0
98,98,2017-01-03 19:00:00,BMO Harris Bradley Center,"Milwaukee, WI",17423,18717,Thunder,Bucks,2,-1,1,3,19,1,1,1,0,0,0,0,0,0,0,1,0.9308649890473901,5,27,3,559121.0,187.7,2978.8,46132.0,1.0,0.0
99,99,2017-01-03 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Pelicans,Cavaliers,3,-1,1,3,19,1,1,1,0,0,0,0,0,0,0,1,1.0,19,21,5,388072.0,77.7,4994.49,42215.0,1.0,1.0
100,100,2016-10-27 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",18055,18422,Kings,Suns,-1,1,10,27,21,3,1,1,0,0,0,0,0,0,0,0,0.9800781674085333,26,13,26,1563025.0,516.7,3025.01,44752.0,1.0,1.0
101,101,2017-01-03 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Magic,Knicks,-5,1,1,3,19,1,1,1,0,0,0,0,0,0,0,1,1.0024793806608308,12,16,14,8550405.0,302.6,28256.46,59799.0,1.0,1.0
102,102,2016-10-27 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Rockets,Lakers,1,-1,10,27,21,3,1,1,0,0,0,0,0,0,0,0,0.996694648478489,20,24,15,3971883.0,468.7,8474.25,45903.0,1.0,1.0
103,103,2017-01-03 20:00:00,United Center,"Chicago, IL",21612,20917,Hornets,Bulls,1,-2,1,3,20,1,1,1,0,0,0,0,0,0,0,1,1.0332265621265,30,11,4,2720546.0,227.6,11953.19,51046.0,1.0,1.0
104,104,2017-01-03 20:00:00,Toyota Center,"Houston, TX",16569,18104,Wizards,Rockets,5,-1,1,3,20,1,1,1,0,0,0,0,0,0,0,1,0.9152121078214759,29,31,24,2296224.0,599.6,3829.59,44761.0,1.0,1.0
105,105,2017-01-03 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Suns,Clippers,1,-2,1,3,22,1,1,1,0,0,0,0,0,0,0,1,1.0,20,26,7,3971883.0,468.7,8474.25,45903.0,1.0,1.0
106,106,2017-01-03 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Nuggets,Warriors,3,-2,1,3,22,1,1,1,0,0,0,0,0,0,0,1,1.0,16,19,30,419267.0,55.9,7500.3,63024.0,1.0,1.0
107,107,2016-10-28 18:30:00,Philips Arena,"Atlanta, GA",19049,18729,Wizards,Hawks,1,-1,10,28,18,4,0,1,0,0,0,0,0,0,0,0,1.0170858027657643,18,31,9,463878.0,133.2,3482.57,51948.0,1.0,1.0
108,108,2017-01-04 19:00:00,Wells Fargo Center,"Philadelphia, PA",17124,20318,Timberwolves,76ers,2,-2,1,4,19,2,1,1,0,0,0,0,0,0,0,1,0.8427994881385963,33,28,0,1567442.0,134.1,11688.61,47528.0,0.0,0.0
109,109,2016-10-28 19:00:00,United Center,"Chicago, IL",21501,20917,Celtics,Bulls,1,-1,10,28,19,4,1,1,0,0,0,0,0,0,0,0,1.027919873786872,30,6,4,2720546.0,227.6,11953.19,51046.0,1.0,1.0
110,110,2017-01-04 19:30:00,TD Garden,"Boston, MA",18624,18624,Jazz,Celtics,2,-1,1,4,19,2,1,1,0,0,0,0,0,0,0,1,1.0,25,12,6,667137.0,48.3,13812.36,52792.0,1.0,1.0
111,111,2016-10-28 21:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Spurs,Kings,-1,2,10,28,21,4,1,1,0,0,0,0,0,0,0,0,1.0061714285714285,10,25,13,490712.0,97.9,5012.38,46106.0,1.0,1.0
112,112,2017-01-04 19:30:00,The Palace of Auburn Hills,"Detroit, MI",13435,22076,Pacers,Pistons,-1,3,1,4,19,2,1,1,0,0,0,0,0,0,0,1,0.6085794527994202,28,20,22,677116.0,138.8,4878.36,49160.0,0.0,0.0
113,113,2016-10-28 21:30:00,Moda Center,"Portland, OR",19500,19441,Clippers,Trail,0,1,10,28,21,4,1,1,0,0,0,0,0,0,0,0,1.003034823311558,13,7,29,632309.0,133.4,4739.95,46090.0,1.0,1.0
114,114,2017-01-04 20:30:00,American Airlines Center,"Dallas, TX",19318,19200,Wizards,Mavericks,1,-2,1,4,20,2,1,1,0,0,0,0,0,0,0,1,1.0061458333333333,2,31,17,1300092.0,340.5,3818.19,47418.0,1.0,1.0
115,115,2017-01-04 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Raptors,Spurs,1,-1,1,4,20,2,1,1,0,0,0,0,0,0,0,1,0.9912275980840644,0,23,25,1469845.0,460.9,3189.08,39140.0,1.0,1.0
116,116,2016-10-29 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Cavaliers,Raptors,-1,2,10,29,18,5,0,0,0,0,0,0,0,0,0,0,1.0,1,5,23,2731571.0,243.33,11225.79,58381.0,1.0,1.0
117,117,2017-02-02 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16191,18422,Clippers,Suns,-5,1,2,2,21,3,1,1,0,0,0,0,0,0,0,0,0.8788947996960156,26,7,26,1563025.0,516.7,3025.01,44752.0,0.0,1.0
118,118,2017-04-03 14:30:00,BMO Harris Bradley Center,"Milwaukee, WI",18717,18717,Mavericks,Bucks,-1,1,4,3,14,0,0,1,1,0,0,0,0,0,0,0,1.0,5,17,3,559121.0,187.7,2978.8,46132.0,1.0,0.0
119,119,2017-03-02 20:00:00,TD Garden,"Boston, MA",18624,18624,Cavaliers,Celtics,1,-1,3,2,20,3,1,1,0,0,0,0,0,0,0,0,1.0,25,5,6,667137.0,48.3,13812.36,52792.0,1.0,1.0
120,120,2017-02-02 21:30:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Bulls,Thunder,-3,2,2,2,21,3,1,1,0,0,0,0,0,0,0,0,1.0,7,4,27,419267.0,55.9,7500.3,36797.0,1.0,1.0
121,121,2016-12-02 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19073,19911,Heat,Jazz,-1,2,12,2,21,4,1,1,0,0,0,0,0,0,1,0,0.9579127115664708,32,10,12,192672.0,111.1,1734.22,48594.0,1.0,1.0
122,122,2017-02-02 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Hornets,Warriors,4,-6,2,2,22,3,1,1,0,0,0,0,0,0,0,0,1.0,16,11,30,419267.0,55.9,7500.3,63024.0,1.0,1.0
123,123,2016-12-02 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Rockets,Warriors,-1,1,12,2,22,4,1,1,0,0,0,0,0,0,1,0,1.0,16,24,30,419267.0,55.9,7500.3,63024.0,1.0,1.0
124,124,2017-03-02 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Pacers,Spurs,5,-1,3,2,20,3,1,1,0,0,0,0,0,0,0,0,0.9912275980840644,0,20,25,1469845.0,460.9,3189.08,39140.0,1.0,1.0
125,125,2017-04-03 12:00:00,Madison Square Garden,"New York, NY",19812,19763,Celtics,Knicks,-1,2,4,3,12,0,0,1,1,0,0,0,0,0,0,0,1.0024793806608308,12,6,14,8550405.0,302.6,28256.46,59799.0,1.0,1.0
126,126,2017-04-03 17:00:00,Smoothie King Center,"New Orleans, LA",18306,17188,Bulls,Pelicans,-1,4,4,3,17,0,0,1,1,0,0,0,0,0,0,0,1.0650453804980218,22,4,21,389617.0,169.4,2299.98,35317.0,1.0,1.0
127,127,2017-04-03 17:00:00,Air Canada Centre,"Toronto, ON",19800,19800,76ers,Raptors,2,-3,4,3,17,0,0,1,1,0,0,0,0,0,0,0,1.0,1,0,23,2731571.0,243.33,11225.79,58381.0,1.0,1.0
128,128,2017-03-02 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19127,19911,Timberwolves,Jazz,-2,2,3,2,21,3,1,1,0,0,0,0,0,0,0,0,0.9606247802722113,32,28,12,192672.0,111.1,1734.22,48594.0,1.0,1.0
129,129,2016-12-03 19:00:00,Wells Fargo Center,"Philadelphia, PA",13711,20318,Magic,76ers,-5,1,12,3,19,5,1,0,0,0,0,0,0,0,1,0,0.6748203563342848,33,16,0,1567442.0,134.1,11688.61,47528.0,0.0,0.0
130,130,2017-04-03 17:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Nuggets,Heat,-2,1,4,3,17,0,0,1,1,0,0,0,0,0,0,0,1.0,3,19,10,441003.0,35.9,12284.21,38632.0,1.0,1.0
131,131,2017-03-02 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Rockets,Clippers,-1,1,3,2,22,3,1,1,0,0,0,0,0,0,0,0,1.0,20,24,7,3971883.0,468.7,8474.25,45903.0,1.0,1.0
132,132,2017-02-03 19:00:00,Verizon Center,"Washington, DC",16473,20173,Lakers,Wizards,6,-1,2,3,19,4,1,1,0,0,0,0,0,0,0,0,0.8165865265453824,31,15,31,672228.0,61.0,11020.13,57291.0,0.0,0.0
133,133,2016-12-03 19:30:00,TD Garden,"Boston, MA",18624,18624,Kings,Celtics,1,-2,12,3,19,5,1,0,0,0,0,0,0,0,1,0,1.0,25,13,6,667137.0,48.3,13812.36,52792.0,1.0,1.0
134,134,2017-03-02 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Nets,Kings,-3,1,3,2,22,3,1,1,0,0,0,0,0,0,0,0,1.0061714285714285,10,18,13,490712.0,97.9,5012.38,46106.0,1.0,1.0
135,135,2017-02-03 20:00:00,Toyota Center,"Houston, TX",15602,18104,Hawks,Rockets,-1,1,2,3,20,4,1,1,0,0,0,0,0,0,0,0,0.8617984975695979,29,9,24,2296224.0,599.6,3829.59,44761.0,0.0,1.0
136,136,2017-01-04 21:00:00,Pepsi Center,"Denver, CO",11018,19155,Kings,Nuggets,-3,1,1,4,21,2,1,1,0,0,0,0,0,0,0,1,0.5752022970503785,17,13,19,682545.0,153.0,4461.08,51088.0,0.0,0.0
137,137,2017-01-04 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16772,18422,Heat,Suns,1,-6,1,4,21,2,1,1,0,0,0,0,0,0,0,1,0.9104331777222886,26,10,26,1563025.0,516.7,3025.01,44752.0,1.0,1.0
138,138,2017-01-04 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Grizzlies,Lakers,1,-1,1,4,22,2,1,1,0,0,0,0,0,0,0,1,0.996694648478489,20,8,15,3971883.0,468.7,8474.25,45903.0,1.0,1.0
139,139,2016-10-29 18:30:00,The Palace of Auburn Hills,"Detroit, MI",19122,22076,Magic,Pistons,1,-2,10,29,18,5,0,0,0,0,0,0,0,0,0,0,0.8661895270882406,28,16,22,677116.0,138.8,4878.36,49160.0,0.0,0.0
140,140,2016-10-29 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Suns,Thunder,2,-2,10,29,19,5,1,0,0,0,0,0,0,0,0,0,1.0,7,26,27,419267.0,55.9,7500.3,36797.0,1.0,1.0
141,141,2016-10-29 19:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Hornets,Heat,-1,2,10,29,19,5,1,0,0,0,0,0,0,0,0,0,1.0,3,11,10,441003.0,35.9,12284.21,38632.0,1.0,1.0
142,142,2016-10-29 19:30:00,American Airlines Center,"Dallas, TX",20163,19200,Rockets,Mavericks,-2,1,10,29,19,5,1,0,0,0,0,0,0,0,0,0,1.05015625,2,24,17,1300092.0,340.5,3818.19,47418.0,1.0,1.0
143,143,2016-10-29 20:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Lakers,Jazz,1,-1,10,29,20,5,1,0,0,0,0,0,0,0,0,0,1.0,32,15,12,192672.0,111.1,1734.22,48594.0,1.0,1.0
144,144,2016-10-29 20:30:00,Smoothie King Center,"New Orleans, LA",18217,17188,Warriors,Pelicans,-2,1,10,29,20,5,1,0,0,0,0,0,0,0,0,0,1.0598673493134745,22,30,21,389617.0,169.4,2299.98,35317.0,1.0,1.0
145,145,2017-02-03 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,76ers,Spurs,2,-2,2,3,20,4,1,1,0,0,0,0,0,0,0,0,0.9912275980840644,0,0,25,1469845.0,460.9,3189.08,39140.0,1.0,1.0
146,146,2017-04-03 17:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Pacers,Cavaliers,2,-4,4,3,17,0,0,1,1,0,0,0,0,0,0,0,1.0,19,20,5,388072.0,77.7,4994.49,42215.0,1.0,1.0
147,147,2017-02-03 22:30:00,STAPLES Center,"Los Angeles, CA",19385,19060,Warriors,Clippers,-1,5,2,3,22,4,1,1,0,0,0,0,0,0,0,0,1.0170514165792235,20,30,7,3971883.0,468.7,8474.25,45903.0,1.0,1.0
148,148,2017-04-03 14:30:00,AT&T Center,"San Antonio, TX",18418,18581,Jazz,Spurs,2,-1,4,3,14,0,0,1,1,0,0,0,0,0,0,0,0.9912275980840644,0,12,25,1469845.0,460.9,3189.08,39140.0,1.0,1.0
149,149,2017-04-03 19:00:00,ORACLE Arena,"Oakland, CA",19596,19596,Wizards,Warriors,11,-3,4,3,19,0,1,1,1,0,0,0,0,0,0,0,1.0,16,31,30,419267.0,55.9,7500.3,63024.0,1.0,1.0
150,150,2017-04-03 20:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17378,18422,Rockets,Suns,-12,1,4,3,20,0,1,1,1,0,0,0,0,0,0,0,0.9433286288133753,26,24,26,1563025.0,516.7,3025.01,44752.0,1.0,1.0
151,151,2016-10-30 11:30:00,Wells Fargo Center,"Philadelphia, PA",16312,20318,Hawks,76ers,-2,2,10,30,11,6,0,0,0,0,0,0,0,0,0,0,0.8028349246973128,33,9,0,1567442.0,134.1,11688.61,47528.0,0.0,0.0
152,152,2016-10-30 18:00:00,Spectrum Center,"Charlotte, NC",18708,19077,Celtics,Hornets,-1,1,10,30,18,6,0,0,0,0,0,0,0,0,0,0,0.9806573360591287,23,6,11,132609.0,109.0,1216.6,46119.0,1.0,1.0
153,153,2016-10-30 18:30:00,Madison Square Garden,"New York, NY",19812,19763,Grizzlies,Knicks,1,-1,10,30,18,6,0,0,0,0,0,0,0,0,0,0,1.0024793806608308,12,8,14,8550405.0,302.6,28256.46,59799.0,1.0,1.0
154,154,2016-10-30 18:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Magic,Cavaliers,3,-3,10,30,18,6,0,0,0,0,0,0,0,0,0,0,1.0,19,16,5,388072.0,77.7,4994.49,42215.0,1.0,1.0
155,155,2016-10-30 19:00:00,United Center,"Chicago, IL",21373,20917,Pacers,Bulls,2,-2,10,30,19,6,1,0,0,0,0,0,0,0,0,0,1.0218004493952288,30,20,4,2720546.0,227.6,11953.19,51046.0,1.0,1.0
156,156,2016-10-30 19:00:00,BMO Harris Bradley Center,"Milwaukee, WI",12570,18717,Nets,Bucks,1,-1,10,30,19,6,1,0,0,0,0,0,0,0,0,0,0.6715819842923545,5,18,3,559121.0,187.7,2978.8,46132.0,0.0,0.0
157,157,2016-10-30 19:00:00,AT&T Center,"San Antonio, TX",18418,18581,Pelicans,Spurs,3,-3,10,30,19,6,1,0,0,0,0,0,0,0,0,0,0.9912275980840644,0,21,25,1469845.0,460.9,3189.08,39140.0,1.0,1.0
158,158,2016-10-30 20:00:00,Pepsi Center,"Denver, CO",18055,19155,Blazers,Nuggets,-1,0,10,30,20,6,1,0,0,0,0,0,0,0,0,0,0.9425737405377186,17,2,19,682545.0,153.0,4461.08,51088.0,1.0,0.0
159,159,2016-10-30 21:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Timberwolves,Kings,1,-2,10,30,21,6,1,0,0,0,0,0,0,0,0,0,1.0061714285714285,10,28,13,490712.0,97.9,5012.38,46106.0,1.0,1.0
160,160,2016-10-31 15:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Jazz,Clippers,2,-1,10,31,15,0,0,1,0,0,0,0,0,0,0,0,1.0,20,12,7,3971883.0,468.7,8474.25,45903.0,1.0,1.0
161,161,2016-10-31 17:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17011,18422,Warriors,Suns,-3,2,10,31,17,0,0,1,0,0,0,0,0,0,0,0,0.9234067962219086,26,30,26,1563025.0,516.7,3025.01,44752.0,1.0,1.0
162,162,2016-10-31 17:00:00,AmericanAirlines Arena,"Miami, FL",19678,19600,Spurs,Heat,-2,4,10,31,17,0,0,1,0,0,0,0,0,0,0,0,1.0039795918367347,3,25,10,441003.0,35.9,12284.21,38632.0,1.0,1.0
163,163,2016-10-31 17:00:00,The Palace of Auburn Hills,"Detroit, MI",15161,22076,Bucks,Pistons,2,-1,10,31,17,0,0,1,0,0,0,0,0,0,0,0,0.6867639065048016,28,3,22,677116.0,138.8,4878.36,49160.0,0.0,0.0
164,164,2016-10-31 19:00:00,FedExForum,"Memphis, TN",15573,18119,Wizards,Grizzlies,1,-2,10,31,19,0,1,1,0,0,0,0,0,0,0,0,0.8594845190131906,9,31,8,655770.0,315.1,2081.15,40201.0,0.0,1.0
165,165,2016-10-31 18:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Lakers,Thunder,3,-2,10,31,18,0,0,1,0,0,0,0,0,0,0,0,1.0,7,15,27,419267.0,55.9,7500.3,36797.0,1.0,1.0
166,166,2016-10-31 19:00:00,Toyota Center,"Houston, TX",18055,18104,Mavericks,Rockets,2,-3,10,31,19,0,1,1,0,0,0,0,0,0,0,0,0.9972934158197083,29,17,24,2296224.0,599.6,3829.59,44761.0,1.0,1.0
167,167,2016-11-01 18:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Nuggets,Raptors,1,-2,11,1,18,1,0,1,0,0,0,0,0,0,0,0,1.0,1,19,23,2731571.0,243.33,11225.79,58381.0,1.0,1.0
